Order ID;Order Date
US-2014-130379;25/05/2014
CA-2016-168956;16/02/2016
CA-2016-167507;22/12/2016
CA-2016-109344;8/02/2016
US-2015-140851;13/07/2015
CA-2014-103373;18/05/2014
CA-2017-145884;21/10/2017
CA-2015-131422;5/11/2015
CA-2017-162691;1/08/2017
CA-2014-141278;21/06/2014
CA-2017-122693;19/02/2017
CA-2014-117345;1/08/2014
CA-2016-157763;18/07/2016
CA-2015-135391;9/02/2015
US-2017-113852;29/07/2017
US-2017-158512;12/01/2017
CA-2017-128370;10/09/2017
CA-2015-160472;20/07/2015
CA-2014-114643;13/06/2014
US-2017-158218;12/05/2017
CA-2015-121608;3/09/2015
US-2017-121251;26/03/2017
CA-2014-151078;12/11/2014
US-2016-100839;13/10/2016
US-2017-116659;12/11/2017
CA-2017-118857;15/04/2017
CA-2015-127110;25/06/2015
CA-2016-148201;26/08/2016
CA-2014-116932;21/07/2014
CA-2017-142888;21/11/2017
CA-2014-147914;4/06/2014
US-2016-112977;10/03/2016
CA-2017-112039;25/03/2017
CA-2017-118885;29/12/2017
US-2017-166611;28/03/2017
CA-2015-109512;5/03/2015
CA-2016-118570;13/11/2016
CA-2017-154718;19/01/2017
CA-2016-147578;22/04/2016
CA-2014-140165;13/05/2014
CA-2014-142587;21/10/2014
CA-2014-157623;14/03/2014
CA-2017-145310;22/12/2017
CA-2016-100083;24/11/2016
US-2017-108063;2/12/2017
CA-2015-109197;31/12/2015
CA-2017-141789;3/10/2017
CA-2014-169775;29/08/2014
CA-2016-140543;29/06/2016
CA-2016-151141;20/08/2016
CA-2017-167094;21/10/2017
CA-2017-154410;21/10/2017
US-2016-150567;17/05/2016
CA-2015-157959;3/02/2015
CA-2017-105886;18/12/2017
CA-2016-105963;15/11/2016
CA-2017-121503;3/07/2017
CA-2014-103366;15/01/2014
CA-2017-124597;30/04/2017
CA-2015-105634;8/11/2015
CA-2015-123673;30/10/2015
US-2017-111423;17/08/2017
CA-2015-125178;3/10/2015
CA-2016-156685;8/07/2016
CA-2017-126865;5/12/2017
CA-2017-102834;9/03/2017
US-2016-139710;9/06/2016
CA-2017-121538;28/11/2017
US-2017-101539;16/03/2017
CA-2016-152121;27/11/2016
CA-2017-161200;6/08/2017
CA-2017-101245;27/11/2017
CA-2015-141768;25/05/2015
CA-2016-112109;8/07/2016
CA-2017-144064;29/08/2017
CA-2016-108581;20/06/2016
CA-2017-157987;2/09/2017
CA-2017-110905;10/09/2017
CA-2017-165841;21/12/2017
CA-2017-117485;23/09/2017
CA-2017-140242;6/05/2017
CA-2014-148950;14/12/2014
CA-2014-110408;18/10/2014
CA-2015-109939;8/05/2015
CA-2016-112669;14/04/2016
CA-2015-119592;14/12/2015
CA-2014-122749;3/12/2014
CA-2014-164721;25/11/2014
CA-2016-147417;25/07/2016
CA-2015-127509;9/11/2015
CA-2017-111374;24/02/2017
CA-2017-133648;25/06/2017
US-2017-147221;2/12/2017
CA-2014-131905;6/02/2014
CA-2017-166128;11/04/2017
CA-2017-163510;25/12/2017
US-2017-143028;11/04/2017
CA-2014-111150;31/12/2014
CA-2017-165386;3/08/2017
CA-2014-116407;15/11/2014
CA-2015-155761;11/12/2015
CA-2016-145905;18/09/2016
CA-2015-113110;19/03/2015
CA-2016-168354;19/09/2016
US-2017-111241;20/08/2017
CA-2015-114237;13/03/2015
CA-2016-113516;8/09/2016
CA-2015-117961;26/11/2015
CA-2016-128923;9/12/2016
CA-2017-162481;25/09/2017
CA-2015-119214;23/01/2015
CA-2015-122287;18/06/2015
CA-2015-104493;2/10/2015
US-2017-158946;18/11/2017
CA-2014-129168;17/08/2014
CA-2016-131835;17/07/2016
CA-2015-142237;11/07/2015
CA-2016-136434;1/12/2016
CA-2017-120376;22/12/2017
CA-2014-106439;31/10/2014
CA-2015-133452;13/04/2015
CA-2016-146521;21/07/2016
US-2017-110996;20/11/2017
CA-2016-129693;26/11/2016
CA-2017-122504;7/11/2017
CA-2014-131051;1/12/2014
CA-2017-140676;12/09/2017
CA-2015-120103;24/12/2015
CA-2017-104647;23/02/2017
CA-2014-110352;23/11/2014
CA-2016-140501;23/06/2016
CA-2015-139290;26/10/2015
CA-2017-166142;15/07/2017
CA-2014-145926;17/11/2014
CA-2015-149678;13/04/2015
US-2015-164357;25/11/2015
US-2016-146570;15/05/2016
CA-2017-124401;7/09/2017
US-2014-140116;10/03/2014
CA-2014-123295;18/07/2014
CA-2017-167101;24/03/2017
US-2014-167633;30/09/2014
US-2014-152723;26/09/2014
CA-2015-164882;31/10/2015
CA-2015-159786;12/10/2015
CA-2016-130267;19/09/2016
CA-2017-155460;13/04/2017
US-2017-168690;7/01/2017
CA-2017-158246;9/11/2017
CA-2017-167381;22/09/2017
CA-2017-144862;1/12/2017
CA-2014-126032;23/06/2014
CA-2015-134859;4/10/2015
US-2014-114188;20/05/2014
CA-2015-156524;20/11/2015
CA-2015-122210;30/11/2015
CA-2015-156377;31/12/2015
US-2017-157896;16/11/2017
CA-2014-159520;6/06/2014
CA-2016-155481;1/09/2016
US-2016-152051;25/06/2016
CA-2014-141607;12/12/2014
CA-2017-102771;31/03/2017
US-2017-139969;19/11/2017
CA-2014-167360;24/11/2014
CA-2015-123505;22/11/2015
CA-2016-117282;14/07/2016
US-2016-120460;30/04/2016
CA-2016-111115;25/07/2016
CA-2014-124646;22/06/2014
CA-2017-148166;21/10/2017
CA-2016-159737;3/09/2016
CA-2016-141019;14/05/2016
CA-2016-101938;7/01/2016
CA-2017-166296;13/03/2017
CA-2016-154018;13/10/2016
CA-2017-117870;27/01/2017
US-2017-137491;19/11/2017
CA-2014-152296;1/08/2014
CA-2016-112025;30/07/2016
CA-2015-132507;30/07/2015
CA-2016-125738;15/10/2016
CA-2016-128818;7/05/2016
CA-2017-124576;1/08/2017
CA-2016-101378;14/07/2016
CA-2017-143063;10/08/2017
CA-2016-118913;25/06/2016
CA-2016-128412;10/12/2016
CA-2016-136483;1/12/2016
CA-2014-163013;28/11/2014
CA-2015-135363;28/03/2015
US-2014-165659;1/06/2014
CA-2015-138002;6/09/2015
CA-2015-128860;29/06/2015
CA-2016-164350;10/09/2016
US-2014-103905;14/07/2014
CA-2015-129854;22/08/2015
CA-2014-125556;14/11/2014
CA-2016-162313;27/11/2016
CA-2017-107874;21/11/2017
CA-2017-129378;1/10/2017
CA-2014-151953;20/09/2014
CA-2017-130841;28/07/2017
CA-2015-131884;6/12/2015
CA-2017-121909;31/07/2017
CA-2016-106383;19/03/2016
CA-2017-130771;29/07/2017
CA-2016-139157;1/10/2016
CA-2014-128055;31/03/2014
CA-2017-157091;26/06/2017
CA-2017-132122;9/07/2017
CA-2015-123232;14/12/2015
CA-2017-104066;5/12/2017
CA-2015-145849;15/09/2015
CA-2016-122322;15/07/2016
CA-2017-166849;20/04/2017
CA-2016-146633;15/11/2016
US-2016-126893;26/11/2016
CA-2017-103380;21/11/2017
CA-2015-116092;15/02/2015
CA-2016-117849;15/04/2016
CA-2015-169201;28/09/2015
CA-2016-164091;17/09/2016
CA-2017-105214;16/06/2017
CA-2015-117611;8/11/2015
US-2015-137960;18/12/2015
CA-2017-122994;6/02/2017
CA-2016-131065;14/11/2016
CA-2017-149146;12/10/2017
CA-2017-137470;17/09/2017
CA-2017-105480;20/12/2017
CA-2017-164917;2/12/2017
CA-2015-102036;21/09/2015
CA-2015-142944;6/03/2015
CA-2014-157882;3/10/2014
CA-2014-104283;27/06/2014
CA-2017-142622;30/10/2017
CA-2016-132143;3/09/2016
CA-2015-153108;5/03/2015
CA-2016-112676;5/05/2016
CA-2017-165687;17/11/2017
US-2017-112928;1/06/2017
CA-2017-143343;10/06/2017
CA-2017-115154;8/01/2017
CA-2015-149342;20/04/2015
CA-2015-130995;1/11/2015
CA-2017-127929;23/12/2017
CA-2015-113145;1/11/2015
CA-2014-162362;14/11/2014
CA-2016-106558;17/01/2016
CA-2017-157931;17/09/2017
CA-2016-115574;23/12/2016
CA-2015-160794;6/08/2015
CA-2017-116225;5/11/2017
US-2017-120418;11/06/2017
CA-2017-122035;20/07/2017
CA-2015-117828;23/12/2015
CA-2017-165491;20/03/2017
CA-2015-109470;31/12/2015
CA-2015-105102;15/09/2015
CA-2017-138422;23/09/2017
US-2015-147739;25/12/2015
CA-2016-155187;24/09/2016
CA-2017-169285;21/03/2017
CA-2014-140886;30/09/2014
CA-2017-152695;10/12/2017
CA-2014-110639;23/08/2014
CA-2014-121727;19/08/2014
CA-2016-137736;10/11/2016
US-2014-143231;31/12/2014
US-2014-155894;26/07/2014
CA-2016-119025;22/02/2016
CA-2016-159373;13/03/2016
CA-2017-109701;2/12/2017
CA-2015-111514;31/08/2015
US-2014-148838;17/03/2014
CA-2017-136497;16/04/2017
US-2016-108637;13/03/2016
CA-2014-102295;24/11/2014
CA-2017-123659;10/02/2017
US-2016-129469;23/09/2016
CA-2017-155152;7/07/2017
CA-2016-159940;7/07/2016
CA-2017-119669;24/01/2017
US-2014-164616;19/08/2014
CA-2015-148628;6/12/2015
CA-2016-118052;6/05/2016
US-2017-117534;25/03/2017
CA-2015-145065;12/12/2015
US-2015-127040;6/12/2015
CA-2016-128111;17/03/2016
CA-2015-137897;14/11/2015
CA-2017-169264;14/08/2017
CA-2017-147361;9/09/2017
CA-2017-145877;1/04/2017
US-2016-110170;27/09/2016
CA-2017-108574;7/10/2017
CA-2017-144589;20/01/2017
CA-2017-155985;23/03/2017
CA-2014-162684;1/08/2014
CA-2015-142041;7/06/2015
CA-2014-151295;12/11/2014
CA-2016-156300;29/12/2016
CA-2015-146087;6/07/2015
CA-2017-168655;12/10/2017
CA-2016-107202;21/05/2016
CA-2017-159597;9/11/2017
CA-2016-155551;18/04/2016
US-2017-147669;25/12/2017
CA-2016-169922;11/06/2016
CA-2017-100748;13/05/2017
CA-2017-129805;28/12/2017
CA-2014-148586;25/03/2014
US-2017-112613;28/05/2017
CA-2015-154746;14/11/2015
CA-2017-140053;3/07/2017
CA-2014-164210;18/11/2014
CA-2017-139948;17/07/2017
CA-2016-146934;22/05/2016
CA-2015-100573;25/09/2015
CA-2016-119165;31/10/2016
CA-2015-128027;14/09/2015
CA-2016-140207;5/11/2016
CA-2017-140949;17/03/2017
CA-2017-138548;15/08/2017
CA-2015-142419;11/07/2015
CA-2017-148691;3/12/2017
CA-2017-128755;4/05/2017
US-2016-135923;22/01/2016
CA-2016-114972;3/11/2016
CA-2017-102750;4/09/2017
CA-2014-145212;13/09/2014
CA-2017-141992;19/06/2017
CA-2017-147956;24/12/2017
CA-2017-126067;28/08/2017
CA-2015-104514;2/01/2015
CA-2015-141040;9/10/2015
CA-2014-113579;13/12/2014
CA-2014-144624;19/11/2014
CA-2016-146206;10/09/2016
CA-2014-136644;16/06/2014
CA-2015-122371;26/09/2015
CA-2016-126935;19/05/2016
US-2017-133781;22/06/2017
CA-2017-131618;17/06/2017
CA-2016-149482;14/11/2016
CA-2014-143917;25/07/2014
CA-2015-120397;2/07/2015
CA-2017-163902;2/03/2017
CA-2016-136812;18/11/2016
CA-2015-102722;18/04/2015
CA-2017-155089;2/12/2017
CA-2016-124506;11/11/2016
CA-2014-106572;5/09/2014
CA-2014-128888;15/11/2014
CA-2017-123134;2/05/2017
CA-2016-124352;15/10/2016
CA-2015-124541;6/04/2015
CA-2014-108707;24/10/2014
CA-2014-111500;17/08/2014
US-2017-117723;15/08/2017
CA-2015-143238;6/09/2015
CA-2015-168746;27/01/2015
CA-2015-113404;16/07/2015
CA-2016-144792;30/04/2016
CA-2014-164385;26/09/2014
US-2016-114174;8/09/2016
CA-2017-108070;16/04/2017
US-2015-128090;16/08/2015
CA-2017-101042;19/11/2017
CA-2016-155439;14/09/2016
CA-2016-118626;15/08/2016
CA-2015-111458;26/09/2015
US-2016-126844;8/10/2016
US-2015-112508;24/03/2015
CA-2015-147788;31/05/2015
CA-2015-144288;25/12/2015
CA-2015-110632;17/03/2015
CA-2017-109589;21/12/2017
CA-2017-123967;1/11/2017
CA-2017-148929;7/09/2017
CA-2017-134404;27/12/2017
CA-2017-109778;16/07/2017
CA-2016-155845;12/08/2016
CA-2017-145128;9/07/2017
CA-2014-129091;22/11/2014
US-2014-155502;26/01/2014
CA-2015-121041;3/11/2015
CA-2017-131695;30/06/2017
CA-2016-137729;5/05/2016
US-2016-115455;8/09/2016
CA-2017-128300;24/11/2017
CA-2017-149048;13/05/2017
CA-2017-108553;23/04/2017
CA-2016-165848;4/06/2016
CA-2014-112718;16/12/2014
CA-2016-154053;4/03/2016
CA-2014-127446;25/11/2014
CA-2016-137204;28/04/2016
CA-2014-147298;26/04/2014
CA-2017-147942;1/04/2017
CA-2017-115931;22/12/2017
CA-2014-164861;3/12/2014
CA-2017-127180;22/10/2017
US-2017-165344;13/11/2017
CA-2015-168186;10/09/2015
US-2017-110604;15/05/2017
CA-2015-116750;5/07/2015
CA-2015-162369;15/08/2015
CA-2017-108441;12/06/2017
CA-2015-169740;20/02/2015
CA-2016-124051;29/12/2016
CA-2016-149111;17/04/2016
CA-2014-131002;7/09/2014
US-2016-146794;26/09/2016
CA-2017-112515;17/09/2017
CA-2016-150343;16/08/2016
CA-2015-135538;24/12/2015
CA-2017-123372;28/11/2017
CA-2017-159604;14/04/2017
CA-2016-164784;1/05/2016
CA-2016-111794;1/10/2016
US-2015-139759;25/08/2015
CA-2014-126403;9/09/2014
CA-2017-136875;3/12/2017
CA-2017-132185;27/11/2017
US-2014-160780;21/06/2014
CA-2017-127026;21/01/2017
CA-2017-137085;29/06/2017
CA-2016-133123;6/09/2016
US-2016-128195;4/08/2016
CA-2015-153220;12/11/2015
CA-2014-123064;30/06/2014
CA-2017-156412;4/12/2017
US-2016-144211;28/08/2016
CA-2016-138079;22/01/2016
CA-2014-143182;15/10/2014
CA-2016-161662;7/02/2016
CA-2014-145317;18/03/2014
CA-2014-143413;24/05/2014
CA-2017-156818;11/07/2017
CA-2017-155873;16/06/2017
CA-2015-121797;30/01/2015
US-2015-120572;11/12/2015
CA-2017-132430;9/10/2017
CA-2017-146031;29/07/2017
CA-2014-110100;25/04/2014
CA-2015-103723;1/12/2015
CA-2014-127187;4/12/2014
CA-2017-128475;26/08/2017
CA-2014-100006;7/09/2014
CA-2017-144827;21/12/2017
CA-2014-110030;6/12/2014
CA-2014-121286;4/11/2014
CA-2016-164735;14/04/2016
CA-2014-153479;4/10/2014
CA-2017-149888;7/11/2017
CA-2017-119193;22/12/2017
CA-2017-104801;13/02/2017
CA-2014-107594;2/07/2014
CA-2015-129770;21/02/2015
CA-2015-115798;13/11/2015
CA-2017-122707;16/04/2017
CA-2016-165015;25/02/2016
CA-2014-149244;4/11/2014
CA-2015-140144;20/06/2015
CA-2017-163321;7/08/2017
CA-2014-155887;12/05/2014
US-2015-165449;22/11/2015
CA-2015-110247;4/12/2015
US-2014-141257;8/06/2014
CA-2014-154669;8/08/2014
CA-2014-158029;26/05/2014
CA-2015-155306;17/04/2015
CA-2016-127775;11/06/2016
CA-2016-146171;11/03/2016
CA-2014-129574;26/05/2014
CA-2017-126536;12/10/2017
CA-2017-165757;22/06/2017
CA-2017-167752;15/01/2017
US-2015-122140;2/04/2015
CA-2016-163986;3/09/2016
CA-2017-158967;10/12/2017
CA-2016-131576;22/11/2016
CA-2017-143455;11/11/2017
CA-2016-144729;21/10/2016
CA-2015-127019;21/12/2015
CA-2015-138534;17/07/2015
CA-2017-108322;30/04/2017
CA-2017-167668;6/05/2017
CA-2017-146724;20/11/2017
CA-2016-139878;11/11/2016
US-2016-106677;5/11/2016
CA-2016-116974;9/10/2016
CA-2015-149972;21/09/2015
US-2014-117744;2/12/2014
CA-2014-125514;21/09/2014
CA-2014-154599;12/04/2014
CA-2017-158743;20/10/2017
CA-2016-153318;25/10/2016
US-2015-110163;1/11/2015
CA-2017-143329;3/11/2017
CA-2015-159380;12/05/2015
CA-2015-122623;7/09/2015
CA-2015-148635;25/07/2015
CA-2015-135685;16/11/2015
CA-2015-104626;1/09/2015
CA-2016-160500;5/05/2016
CA-2017-100202;31/12/2016
CA-2017-131016;18/09/2017
US-2014-112914;25/09/2014
CA-2016-124149;23/04/2016
CA-2014-148915;1/11/2014
CA-2017-134649;26/01/2017
CA-2017-110842;11/11/2017
CA-2016-147368;9/06/2016
US-2015-104185;3/09/2015
US-2014-125521;14/03/2014
US-2017-135062;31/08/2017
CA-2017-135650;23/03/2017
CA-2017-112865;18/05/2017
US-2016-162852;27/12/2016
CA-2017-138163;17/11/2017
CA-2017-152093;10/09/2017
CA-2017-157854;8/04/2017
CA-2016-123617;28/11/2016
US-2016-128293;2/06/2016
CA-2017-107342;17/12/2017
CA-2016-136371;19/03/2016
CA-2017-137344;20/08/2017
CA-2017-169810;25/07/2017
CA-2016-128594;26/08/2016
CA-2016-154690;15/08/2016
CA-2017-138975;19/05/2017
CA-2017-106537;12/08/2017
US-2017-103828;13/08/2017
CA-2016-115588;10/11/2016
CA-2017-143861;12/06/2017
CA-2014-148040;22/03/2014
CA-2017-135167;15/06/2017
CA-2017-137022;16/11/2017
US-2017-102638;29/12/2017
US-2016-167339;21/01/2016
CA-2016-152072;15/01/2016
CA-2016-102932;19/09/2016
CA-2014-165540;21/02/2014
CA-2016-130799;11/11/2016
CA-2016-164483;30/01/2016
US-2016-159856;18/10/2016
CA-2017-102099;18/12/2017
CA-2017-164049;2/11/2017
CA-2014-142727;29/04/2014
CA-2017-139913;23/10/2017
CA-2014-169033;30/03/2014
US-2016-164630;4/01/2016
US-2015-114839;26/04/2015
CA-2015-166464;12/09/2015
CA-2017-124898;11/09/2017
CA-2016-164035;12/06/2016
CA-2016-153577;27/06/2016
CA-2014-127586;26/09/2014
CA-2017-121615;3/11/2017
CA-2017-166415;19/02/2017
CA-2015-118444;5/11/2015
CA-2014-113929;16/06/2014
CA-2015-134747;12/10/2015
CA-2017-155047;27/08/2017
CA-2016-160129;23/11/2016
CA-2017-164329;30/01/2017
US-2015-141453;30/11/2015
CA-2014-156993;28/06/2014
CA-2014-157721;2/09/2014
CA-2017-128629;10/07/2017
CA-2017-158106;4/06/2017
US-2017-120390;19/10/2017
CA-2017-143434;18/11/2017
CA-2015-168564;8/08/2015
US-2016-169040;6/12/2016
CA-2017-155880;25/03/2017
CA-2017-126242;19/11/2017
CA-2016-166443;4/11/2016
CA-2017-169859;14/12/2017
CA-2017-134915;12/11/2017
CA-2016-153353;18/08/2016
CA-2017-123638;27/06/2017
CA-2017-168900;4/05/2017
CA-2015-158456;24/12/2015
CA-2017-143665;26/04/2017
CA-2017-137428;16/12/2017
CA-2014-162866;27/12/2014
CA-2017-167941;6/11/2017
CA-2017-111808;16/12/2017
CA-2015-137512;7/05/2015
CA-2017-139773;4/12/2017
CA-2017-134607;3/10/2017
CA-2014-109232;13/01/2014
CA-2015-139850;12/06/2015
CA-2014-131310;12/07/2014
US-2014-112872;6/12/2014
CA-2016-139269;25/05/2016
CA-2016-139010;21/02/2016
CA-2016-134376;2/10/2016
CA-2017-147291;11/03/2017
CA-2016-112893;9/09/2016
US-2014-150532;14/07/2014
CA-2014-138317;21/06/2014
CA-2015-130610;5/07/2015
CA-2017-104381;16/12/2017
CA-2016-131499;8/09/2016
CA-2014-148761;17/05/2014
CA-2017-116519;13/10/2017
CA-2014-130729;24/10/2014
CA-2016-124772;5/12/2016
CA-2016-115525;25/07/2016
CA-2017-134845;17/04/2017
US-2015-138919;17/09/2015
US-2016-160528;23/08/2016
CA-2015-123568;8/11/2015
CA-2017-124674;17/11/2017
CA-2015-164441;8/11/2015
CA-2017-169054;22/04/2017
CA-2014-106719;24/08/2014
CA-2017-116855;17/12/2017
US-2016-164189;24/03/2016
CA-2015-168480;21/09/2015
US-2016-114293;21/11/2016
CA-2017-134173;16/09/2017
US-2015-123960;11/06/2015
CA-2017-101749;3/10/2017
US-2016-147991;5/05/2016
CA-2017-149559;11/09/2017
CA-2015-135174;30/04/2015
CA-2017-125290;6/11/2017
CA-2014-137351;30/09/2014
CA-2017-121419;2/04/2017
US-2017-148054;6/10/2017
CA-2016-128517;9/04/2016
US-2015-100377;28/08/2015
CA-2017-131492;19/10/2017
CA-2016-144554;7/11/2016
CA-2017-127621;3/03/2017
CA-2015-145184;27/11/2015
CA-2017-106859;13/03/2017
US-2017-120089;30/11/2017
CA-2014-119375;17/11/2014
CA-2016-125206;3/01/2016
CA-2015-126137;3/10/2015
CA-2014-143903;20/07/2014
CA-2014-104780;21/05/2014
CA-2017-101182;4/09/2017
US-2017-132297;27/05/2017
CA-2014-100328;28/01/2014
CA-2017-118773;9/02/2017
US-2017-159205;31/03/2017
CA-2016-112123;3/03/2016
CA-2015-114468;23/08/2015
CA-2017-135692;27/04/2017
CA-2017-131233;14/04/2017
CA-2017-119578;22/12/2017
CA-2016-124562;8/12/2016
US-2017-140074;23/03/2017
CA-2016-103037;25/07/2016
CA-2017-127460;10/07/2017
CA-2016-121671;17/07/2016
CA-2016-150350;23/08/2016
CA-2015-121720;11/06/2015
CA-2017-149895;8/09/2017
CA-2017-147564;2/10/2017
CA-2014-136399;16/12/2014
CA-2014-107916;24/08/2014
CA-2017-164168;12/11/2017
CA-2015-112557;25/04/2015
US-2014-122959;12/12/2014
CA-2017-162572;25/09/2017
US-2016-148110;5/09/2016
CA-2017-131828;11/02/2017
CA-2014-109218;30/06/2014
CA-2016-120558;7/06/2016
US-2014-109036;20/12/2014
CA-2015-147830;15/12/2015
CA-2017-150497;20/07/2017
CA-2014-128986;3/08/2014
CA-2015-139584;24/08/2015
US-2016-162677;26/03/2016
US-2014-150924;12/09/2014
CA-2014-153969;21/09/2014
CA-2016-146682;29/10/2016
CA-2016-138695;28/05/2016
CA-2017-107461;21/12/2017
US-2016-133879;21/03/2016
CA-2017-157483;11/11/2017
US-2017-132059;23/09/2017
CA-2017-122280;10/09/2017
CA-2017-105235;5/12/2017
CA-2017-152912;9/11/2017
CA-2014-123498;7/11/2014
CA-2017-159352;12/03/2017
US-2017-146416;20/10/2017
US-2015-163783;27/12/2015
CA-2017-123981;2/10/2017
CA-2017-158953;4/06/2017
CA-2014-165428;1/09/2014
CA-2016-169026;8/08/2016
CA-2017-109750;22/07/2017
CA-2015-149384;10/07/2015
CA-2014-131527;1/12/2014
CA-2017-164000;18/12/2017
CA-2014-164224;18/05/2014
CA-2014-158372;10/11/2014
CA-2016-108882;9/01/2016
US-2017-108245;22/09/2017
CA-2014-142314;23/12/2014
CA-2016-132409;26/05/2016
CA-2017-150189;8/07/2017
CA-2014-114433;13/05/2014
CA-2017-104640;10/11/2017
US-2015-137008;2/10/2015
CA-2014-108189;2/10/2014
CA-2014-154641;11/08/2014
CA-2017-131625;1/09/2017
US-2017-156356;16/04/2017
CA-2016-138933;24/04/2016
CA-2016-140746;15/01/2016
CA-2016-146836;2/05/2016
US-2016-127971;20/11/2016
US-2016-140809;1/02/2016
CA-2017-114524;31/03/2017
CA-2017-113355;1/12/2017
US-2017-140907;10/12/2017
CA-2016-159730;17/09/2016
CA-2016-157868;23/12/2016
CA-2017-119389;17/04/2017
CA-2017-110373;27/10/2017
CA-2016-155474;8/07/2016
CA-2015-155453;9/08/2015
US-2016-161844;9/12/2016
US-2016-162103;13/11/2016
CA-2014-151554;14/11/2014
CA-2014-140662;17/11/2014
CA-2016-122518;4/03/2016
US-2014-126571;11/10/2014
CA-2014-143840;22/05/2014
CA-2014-115980;15/07/2014
CA-2015-155145;27/12/2015
CA-2015-146038;9/02/2015
CA-2017-133865;8/05/2017
CA-2017-116358;2/11/2017
CA-2014-102988;5/04/2014
US-2014-117170;17/09/2014
CA-2014-159478;30/09/2014
CA-2014-103702;12/09/2014
CA-2017-150525;20/02/2017
CA-2015-157770;13/12/2015
CA-2016-167290;30/10/2016
CA-2014-106264;26/12/2014
CA-2014-138023;15/08/2014
CA-2017-113418;1/10/2017
US-2015-110569;23/05/2015
CA-2017-136308;16/11/2017
US-2014-159926;18/11/2014
CA-2014-104738;30/12/2014
CA-2015-144386;5/11/2015
CA-2016-111416;17/09/2016
CA-2016-162747;20/03/2016
US-2014-133130;27/09/2014
CA-2017-169978;24/12/2017
CA-2017-161739;10/11/2017
CA-2015-165057;11/09/2015
CA-2014-134551;20/12/2014
CA-2015-120810;23/07/2015
CA-2014-165309;11/11/2014
CA-2017-122595;14/12/2017
US-2017-109253;21/08/2017
CA-2016-145982;27/08/2016
CA-2015-112014;13/08/2015
CA-2017-154732;5/11/2017
US-2016-157308;17/08/2016
CA-2016-147536;26/12/2016
US-2014-134733;23/09/2014
US-2014-150434;19/07/2014
CA-2017-100335;7/09/2017
CA-2016-139234;6/05/2016
US-2015-142020;4/06/2015
CA-2015-139962;13/12/2015
CA-2016-130050;16/07/2016
CA-2014-115161;31/01/2014
CA-2014-165379;9/07/2014
CA-2015-115511;21/11/2015
CA-2016-134887;25/03/2016
CA-2017-123778;23/09/2017
CA-2015-161718;4/12/2015
CA-2016-100671;1/11/2016
CA-2017-142867;17/03/2017
CA-2017-103156;23/11/2017
US-2017-162208;27/08/2017
CA-2015-130659;4/12/2015
CA-2017-148404;7/10/2017
CA-2017-101077;25/03/2017
CA-2014-166471;9/08/2014
CA-2014-105340;22/11/2014
US-2017-131583;10/06/2017
US-2017-148362;1/07/2017
CA-2014-102274;21/11/2014
CA-2015-129700;4/05/2015
CA-2017-168739;29/05/2017
CA-2015-152527;17/10/2015
US-2014-150119;23/04/2014
US-2017-150847;30/04/2017
CA-2016-100244;20/09/2016
CA-2016-116540;2/09/2016
CA-2015-151841;27/04/2015
CA-2015-150791;6/09/2015
CA-2016-134803;28/05/2016
CA-2015-153381;24/09/2015
US-2017-111024;3/07/2017
CA-2017-148264;8/12/2017
CA-2017-131212;5/12/2017
US-2015-100531;27/09/2015
CA-2017-152583;30/10/2017
CA-2015-144099;29/11/2015
CA-2014-158337;11/03/2014
CA-2017-168858;19/11/2017
CA-2016-116344;29/07/2016
CA-2015-131779;12/06/2015
CA-2016-158869;6/08/2016
CA-2017-102554;11/06/2017
CA-2016-162614;7/10/2016
CA-2014-168592;8/09/2014
CA-2014-157609;16/03/2014
CA-2015-153325;1/03/2015
CA-2015-153626;9/07/2015
CA-2016-166485;20/02/2016
CA-2017-136448;16/09/2017
CA-2017-114258;5/11/2017
CA-2015-152611;20/02/2015
CA-2016-165470;25/11/2016
CA-2017-128699;3/12/2017
US-2015-147242;10/09/2015
CA-2016-146143;14/12/2016
CA-2015-100888;6/04/2015
US-2016-150035;1/12/2016
CA-2017-122644;12/11/2017
CA-2017-111815;3/03/2017
CA-2016-144911;27/11/2016
CA-2014-143385;31/08/2014
CA-2016-131289;8/12/2016
CA-2014-124023;7/04/2014
CA-2014-124688;27/08/2014
CA-2016-151169;21/10/2016
US-2016-134761;30/11/2016
CA-2017-120705;5/09/2017
CA-2015-157322;2/07/2015
CA-2017-142034;24/09/2017
CA-2016-107328;8/08/2016
CA-2016-108616;29/09/2016
CA-2017-125115;10/04/2017
CA-2016-150945;18/12/2016
CA-2014-166863;20/06/2014
CA-2017-140326;4/09/2017
CA-2016-168536;20/12/2016
US-2016-113649;9/08/2016
CA-2015-124975;22/06/2015
CA-2015-168767;10/04/2015
CA-2016-114482;21/11/2016
CA-2016-137673;5/09/2016
CA-2016-132731;24/11/2016
CA-2017-148922;10/12/2017
CA-2016-130680;24/06/2016
CA-2015-141145;17/09/2015
US-2016-152835;19/05/2016
CA-2016-155565;28/05/2016
CA-2014-110849;18/04/2014
CA-2016-145842;17/06/2016
CA-2014-158771;9/05/2014
CA-2016-157511;18/09/2016
CA-2017-121216;23/12/2017
CA-2017-155292;30/10/2017
CA-2016-152555;29/03/2016
CA-2017-107832;23/11/2017
CA-2014-120838;23/03/2014
CA-2017-118542;1/12/2017
CA-2017-152737;7/11/2017
CA-2017-109757;4/09/2017
