Row ID;Ship Date;Ship Mode;Sales;Discount;Quantity;Customer ID;Product ID;Order ID
1785;26/09/2017;Standard Class;98,16;0;6;JE-15610;TEC-AC-10004510;CA-2017-166317
1786;26/09/2017;Standard Class;33,04;0;8;JE-15610;OFF-BI-10002976;CA-2017-166317
1787;26/09/2017;Standard Class;86,97;0;3;JE-15610;TEC-PH-10001615;CA-2017-166317
1788;19/02/2015;Standard Class;134,97;0;3;RP-19855;TEC-PH-10001819;CA-2015-154326
1789;19/02/2015;Standard Class;699,98;0;2;RP-19855;TEC-PH-10000560;CA-2015-154326
1790;19/02/2015;Standard Class;139,95;0;5;RP-19855;TEC-AC-10004568;CA-2015-154326
1791;4/10/2014;Standard Class;48,94;0;1;RA-19915;OFF-PA-10004092;CA-2014-102008
1792;3/12/2014;First Class;2807,84;0;8;RP-19390;FUR-CH-10001854;CA-2014-120474
1793;3/12/2014;First Class;46,64;0;4;RP-19390;OFF-AR-10000475;CA-2014-120474
1794;13/12/2014;Standard Class;60,416;0,2;2;TB-21175;OFF-ST-10000777;CA-2014-104773
1795;10/09/2016;Standard Class;107,94;0;3;BE-11455;OFF-AR-10004022;CA-2016-140774
1796;30/08/2017;First Class;63,84;0;8;MR-17545;OFF-ST-10002352;US-2017-139465
1797;30/08/2017;First Class;347,97;0;3;MR-17545;TEC-PH-10000455;US-2017-139465
1798;30/08/2017;First Class;37,008;0,2;6;MR-17545;OFF-BI-10003910;US-2017-139465
1799;11/07/2016;Standard Class;215,65;0;5;RM-19375;FUR-FU-10003039;CA-2016-100965
1800;10/08/2016;Second Class;11,168;0,2;4;JF-15565;OFF-FA-10000585;CA-2016-121034
1801;10/08/2016;Second Class;53,952;0,2;3;JF-15565;OFF-PA-10001994;CA-2016-121034
1802;19/11/2016;Standard Class;4,18;0;1;AS-10135;FUR-FU-10004270;CA-2016-149461
1803;26/09/2017;Second Class;5,607;0,7;1;JA-15970;OFF-BI-10002498;CA-2017-158379
1804;26/09/2017;Second Class;4663,736;0,2;7;JA-15970;OFF-SU-10002881;CA-2017-158379
1805;26/09/2017;Second Class;79,984;0,2;2;JA-15970;TEC-AC-10002926;CA-2017-158379
1806;28/12/2016;First Class;2575,944;0,2;7;GK-14620;TEC-PH-10002200;US-2016-116729
1807;28/12/2016;First Class;45,36;0;7;GK-14620;OFF-PA-10002005;US-2016-116729
1808;28/12/2016;First Class;254,24;0;7;GK-14620;TEC-AC-10001465;US-2016-116729
1809;13/02/2016;First Class;69,93;0;7;PB-19210;TEC-PH-10004897;CA-2016-164938
1810;29/10/2016;Standard Class;16,156;0,6;7;HK-14890;FUR-FU-10001196;CA-2016-165484
1811;29/10/2016;Standard Class;54,816;0,2;3;HK-14890;OFF-PA-10000595;CA-2016-165484
1812;11/06/2014;Second Class;1441,3;0;7;FO-14305;FUR-TA-10004534;CA-2014-132612
1813;26/11/2017;Standard Class;77,6;0,2;5;BT-11680;FUR-FU-10001861;US-2017-161193
1814;26/11/2017;Standard Class;4,656;0,2;2;BT-11680;FUR-FU-10000206;US-2017-161193
1815;18/09/2015;Standard Class;170,136;0,2;3;SP-20620;FUR-TA-10002607;CA-2015-131597
1816;4/06/2015;Same Day;7,38;0;2;LL-16840;OFF-LA-10000443;CA-2015-164833
1817;4/06/2015;Same Day;9,26;0;2;LL-16840;OFF-AR-10004685;CA-2015-164833
1818;15/12/2015;Second Class;9,96;0;2;MC-17575;OFF-LA-10001771;CA-2015-125423
1819;29/05/2014;Standard Class;75,6;0,8;2;JL-15235;OFF-AP-10001394;US-2014-130379
1820;29/05/2014;Standard Class;29,32;0,6;2;JL-15235;FUR-FU-10002553;US-2014-130379
1821;20/02/2016;Standard Class;92,064;0,8;6;EA-14035;OFF-AP-10004233;CA-2016-168956
1822;20/02/2016;Standard Class;6,976;0,2;4;EA-14035;OFF-FA-10000304;CA-2016-168956
1823;20/02/2016;Standard Class;62,958;0,3;3;EA-14035;FUR-CH-10004754;CA-2016-168956
1824;20/02/2016;Standard Class;5,184;0,2;1;EA-14035;OFF-PA-10000809;CA-2016-168956
1825;28/12/2016;Standard Class;31,32;0,7;10;SA-20830;OFF-BI-10003694;CA-2016-167507
1826;28/12/2016;Standard Class;11,84;0,2;4;SA-20830;FUR-FU-10001935;CA-2016-167507
1827;28/12/2016;Standard Class;22,784;0,2;1;SA-20830;FUR-FU-10002878;CA-2016-167507
1828;11/02/2016;Second Class;1127,976;0,2;3;CH-12070;TEC-PH-10002624;CA-2016-109344
1829;15/07/2015;Second Class;38,88;0;6;ND-18460;OFF-PA-10000019;US-2015-140851
1830;24/05/2014;Standard Class;779,796;0,4;2;BS-11755;TEC-PH-10002885;CA-2014-103373
1831;21/10/2017;Same Day;1439,92;0;8;SL-20155;TEC-PH-10000895;CA-2017-145884
1832;21/10/2017;Same Day;262,11;0;1;SL-20155;FUR-TA-10002356;CA-2017-145884
1833;9/11/2015;Standard Class;207;0,2;3;GB-14530;FUR-CH-10001270;CA-2015-131422
1834;7/08/2017;Standard Class;1439,982;0,4;3;AS-10045;TEC-MA-10000488;CA-2017-162691
1835;7/08/2017;Standard Class;36,288;0,2;7;AS-10045;OFF-PA-10003729;CA-2017-162691
1836;24/06/2014;First Class;21,4;0;5;RM-19375;OFF-AR-10003056;CA-2014-141278
1837;21/02/2017;Second Class;1245,86;0;7;NH-18610;OFF-AP-10002518;CA-2017-122693
1838;5/08/2014;Standard Class;17,544;0,2;3;BF-10975;OFF-LA-10000240;CA-2014-117345
1839;5/08/2014;Standard Class;44,128;0,2;4;BF-10975;FUR-FU-10000629;CA-2014-117345
1840;5/08/2014;Standard Class;62,92;0,2;1;BF-10975;OFF-AP-10001005;CA-2014-117345
1841;5/08/2014;Standard Class;78,304;0,2;2;BF-10975;OFF-PA-10002377;CA-2014-117345
1842;23/07/2016;Standard Class;140,81;0;1;KH-16330;FUR-CH-10000988;CA-2016-157763
1843;11/02/2015;Second Class;40,096;0,2;4;FA-14230;OFF-LA-10001074;CA-2015-135391
1844;11/02/2015;Second Class;40,784;0,6;2;FA-14230;FUR-FU-10001986;CA-2015-135391
1845;2/08/2017;Standard Class;90,57;0;3;GW-14605;TEC-AC-10003027;US-2017-113852
1846;17/01/2017;Second Class;40,08;0;6;DA-13450;OFF-PA-10001804;US-2017-158512
1847;17/01/2017;Second Class;37,68;0;2;DA-13450;FUR-FU-10004973;US-2017-158512
1848;10/09/2017;Same Day;362,352;0,2;3;FH-14275;FUR-CH-10002602;CA-2017-128370
1849;10/09/2017;Same Day;7,184;0,2;2;FH-14275;OFF-BI-10004140;CA-2017-128370
1850;25/07/2015;Second Class;34,76;0;1;RK-19300;OFF-ST-10000464;CA-2015-160472
1851;25/07/2015;Second Class;831,2;0;5;RK-19300;TEC-AC-10002253;CA-2015-160472
1852;25/07/2015;Second Class;26,4;0;5;RK-19300;OFF-PA-10000528;CA-2015-160472
1853;25/07/2015;Second Class;106,75;0;7;RK-19300;OFF-EN-10000483;CA-2015-160472
1854;25/07/2015;Second Class;97,82;0;2;RK-19300;OFF-PA-10003129;CA-2015-160472
1855;25/07/2015;Second Class;141,4;0;5;RK-19300;OFF-ST-10003442;CA-2015-160472
1856;17/06/2014;Standard Class;14,52;0;3;FM-14215;OFF-AR-10003631;CA-2014-114643
1857;15/05/2017;Second Class;127,92;0,2;5;AC-10420;OFF-ST-10000563;US-2017-158218
1858;15/05/2017;Second Class;34,24;0,8;4;AC-10420;OFF-BI-10002133;US-2017-158218
1859;5/09/2015;First Class;137,62;0;2;JB-15400;OFF-AP-10002311;CA-2015-121608
1860;5/09/2015;First Class;100,49;0;1;JB-15400;TEC-PH-10004959;CA-2015-121608
1861;27/03/2017;First Class;257,568;0,2;2;GM-14440;FUR-BO-10001918;US-2017-121251
1862;27/03/2017;First Class;119,96;0;4;GM-14440;TEC-PH-10004896;US-2017-121251
1863;12/11/2014;Same Day;49,632;0,2;4;RF-19840;OFF-ST-10001328;CA-2014-151078
1864;17/10/2016;Standard Class;727,45;0,5;5;NC-18625;FUR-TA-10004575;US-2016-100839
1865;17/10/2016;Standard Class;24,96;0,2;3;NC-18625;FUR-FU-10001617;US-2016-100839
1866;12/11/2017;Same Day;370,782;0,4;3;NG-18355;TEC-PH-10002824;US-2017-116659
1867;18/04/2017;First Class;196,45;0;5;AH-10075;FUR-FU-10004460;CA-2017-118857
1868;1/07/2015;Standard Class;31,104;0,2;6;CH-12070;OFF-PA-10003309;CA-2015-127110
1869;1/07/2015;Standard Class;78,256;0,2;2;CH-12070;OFF-ST-10002554;CA-2015-127110
1870;29/08/2016;Second Class;6,48;0;1;CC-12145;OFF-PA-10000019;CA-2016-148201
1871;25/07/2014;Standard Class;99,2;0;5;ME-18010;OFF-AR-10002067;CA-2014-116932
1872;25/07/2014;Standard Class;801,568;0,2;2;ME-18010;FUR-CH-10001215;CA-2014-116932
1873;25/07/2014;Standard Class;272,848;0,2;1;ME-18010;FUR-TA-10004175;CA-2014-116932
1874;25/11/2017;Standard Class;70,98;0;1;BP-11230;FUR-TA-10004767;CA-2017-142888
1875;9/06/2014;Standard Class;16,224;0,2;2;MP-17470;OFF-PA-10001685;CA-2014-147914
1876;16/03/2016;Standard Class;176,784;0,2;1;CJ-12010;FUR-BO-10003272;US-2016-112977
1877;29/03/2017;Standard Class;470,376;0,2;3;JC-15775;TEC-PH-10000984;CA-2017-112039
1878;2/01/2018;Standard Class;393,568;0,2;4;JG-15160;FUR-CH-10002880;CA-2017-118885
1879;2/01/2018;Standard Class;302,376;0,2;3;JG-15160;TEC-PH-10002563;CA-2017-118885
1880;2/04/2017;Standard Class;68,742;0,7;9;CK-12760;OFF-BI-10001191;US-2017-166611
1881;5/03/2015;Same Day;29,34;0;3;LF-17185;OFF-EN-10002621;CA-2015-109512
1882;5/03/2015;Same Day;383,607;0,1;7;LF-17185;FUR-CH-10001146;CA-2015-109512
1883;5/03/2015;Same Day;563,4;0;4;LF-17185;OFF-ST-10000689;CA-2015-109512
1884;17/11/2016;Standard Class;217,056;0,2;7;CC-12430;OFF-PA-10001289;CA-2016-118570
1885;23/01/2017;Second Class;6;0,2;2;DL-12865;OFF-LA-10003714;CA-2017-154718
1886;26/04/2016;Second Class;31,56;0;3;PG-18895;FUR-FU-10001889;CA-2016-147578
1887;15/05/2014;First Class;7,104;0,2;2;EH-14005;OFF-FA-10002815;CA-2014-140165
1888;15/05/2014;First Class;398,352;0,7;8;EH-14005;OFF-BI-10004519;CA-2014-140165
1889;22/10/2014;First Class;121,792;0,2;4;TB-21520;OFF-AP-10004708;CA-2014-142587
1890;22/10/2014;First Class;409,59;0,4;3;TB-21520;FUR-TA-10000617;CA-2014-142587
1891;18/03/2014;Standard Class;10,56;0;2;DK-13225;OFF-PA-10001204;CA-2014-157623
1892;18/03/2014;Standard Class;3,38;0;1;DK-13225;OFF-AR-10003723;CA-2014-157623
1893;24/12/2017;Second Class;7,824;0,2;1;JP-15520;OFF-EN-10002621;CA-2017-145310
1894;29/11/2016;Standard Class;24,784;0,2;1;CD-11980;OFF-PA-10000241;CA-2016-100083
1895;5/12/2017;First Class;34,65;0;3;AS-10090;OFF-AR-10001446;US-2017-108063
1896;4/01/2016;Standard Class;487,984;0,2;2;JO-15280;OFF-BI-10004632;CA-2015-109197
1897;6/10/2017;First Class;1793,98;0;2;AC-10450;OFF-BI-10001359;CA-2017-141789
1898;2/09/2014;Second Class;29,808;0,2;2;RA-19945;OFF-EN-10001749;CA-2014-169775
1899;2/09/2014;Second Class;505,176;0,7;4;RA-19945;OFF-BI-10004390;CA-2014-169775
1900;2/09/2014;Second Class;174,0585;0,45;3;RA-19945;FUR-TA-10001857;CA-2014-169775
1901;3/07/2016;Second Class;191,88;0;6;Co-12640;OFF-ST-10000563;CA-2016-140543
1902;23/08/2016;First Class;14,78;0;2;DW-13480;TEC-PH-10004924;CA-2016-151141
1903;22/10/2017;First Class;5,184;0,2;1;DK-12835;OFF-PA-10003953;CA-2017-167094
1904;22/10/2017;First Class;478,48;0,2;2;DK-12835;FUR-CH-10000155;CA-2017-167094
1905;22/10/2017;First Class;28,4;0,2;2;DK-12835;TEC-AC-10003116;CA-2017-167094
1906;24/10/2017;First Class;909,12;0;8;MD-17860;OFF-ST-10002743;CA-2017-154410
1907;21/05/2016;Standard Class;2,952;0,7;2;RP-19855;OFF-BI-10001757;US-2016-150567
1908;21/05/2016;Standard Class;27,018;0,7;6;RP-19855;OFF-BI-10000069;US-2016-150567
1909;4/02/2015;First Class;136,92;0;4;RW-19540;FUR-FU-10004093;CA-2015-157959
1910;23/12/2017;Standard Class;18,96;0;2;DB-13660;FUR-FU-10001037;CA-2017-105886
1911;22/11/2016;Standard Class;99,39;0;3;SC-20770;TEC-AC-10003832;CA-2016-105963
1912;6/07/2017;Second Class;273,896;0,2;7;FH-14275;OFF-PA-10001878;CA-2017-121503
1913;6/07/2017;Second Class;597,132;0,4;3;FH-14275;TEC-MA-10003674;CA-2017-121503
1914;17/01/2014;First Class;149,95;0;5;EH-13990;TEC-AC-10003628;CA-2014-103366
1915;5/05/2017;Standard Class;4,608;0,2;2;AS-10630;OFF-LA-10003190;CA-2017-124597
1916;5/05/2017;Standard Class;15,528;0,2;3;AS-10630;OFF-AR-10002280;CA-2017-124597
1917;5/05/2017;Standard Class;11,952;0,2;3;AS-10630;OFF-LA-10001569;CA-2017-124597
1918;14/11/2015;Standard Class;11,65;0;5;HA-14905;OFF-AR-10001573;CA-2015-105634
1919;1/11/2015;Second Class;299,9;0;2;CH-12070;TEC-PH-10001809;CA-2015-123673
1920;19/08/2017;First Class;895,92;0,2;5;EH-13765;OFF-BI-10003091;US-2017-111423
1921;19/08/2017;First Class;462,564;0,1;2;EH-13765;FUR-CH-10003981;US-2017-111423
1922;9/10/2015;Standard Class;15,008;0,2;2;MZ-17515;OFF-ST-10002562;CA-2015-125178
1923;10/07/2016;Second Class;863,64;0,2;9;SC-20230;TEC-PH-10004345;CA-2016-156685
1924;10/07/2016;Second Class;47,616;0,2;3;SC-20230;OFF-AR-10000588;CA-2016-156685
1925;7/12/2017;Second Class;92,94;0;3;NP-18325;OFF-PA-10003039;CA-2017-126865
1926;13/03/2017;Standard Class;199,98;0;2;LW-16990;TEC-AC-10001908;CA-2017-102834
1927;15/06/2016;Standard Class;177,48;0,2;3;GM-14680;TEC-PH-10001198;US-2016-139710
1928;1/12/2017;First Class;88,768;0,2;2;RH-19495;OFF-PA-10004071;CA-2017-121538
1929;18/03/2017;Second Class;6,48;0;1;VM-21685;OFF-PA-10001972;US-2017-101539
1930;18/03/2017;Second Class;46,51;0;1;VM-21685;OFF-ST-10004180;US-2017-101539
1931;18/03/2017;Second Class;659,976;0,2;3;VM-21685;TEC-PH-10004165;US-2017-101539
1932;29/11/2016;Second Class;271,992;0,2;1;CC-12670;TEC-PH-10002483;CA-2016-152121
1933;10/08/2017;Second Class;145,74;0;3;SV-20365;FUR-BO-10000468;CA-2017-161200
1934;10/08/2017;Second Class;15,4;0;5;SV-20365;FUR-FU-10001706;CA-2017-161200
1935;3/12/2017;Standard Class;244,55;0;5;LW-16990;OFF-PA-10003129;CA-2017-101245
1936;3/12/2017;Standard Class;166,16;0;8;LW-16990;TEC-AC-10001284;CA-2017-101245
1937;27/05/2015;Second Class;14,73;0;3;NP-18685;FUR-FU-10002268;CA-2015-141768
1938;12/07/2016;Standard Class;19,968;0,7;2;JE-15715;OFF-BI-10002082;CA-2016-112109
1939;12/07/2016;Standard Class;33,488;0,2;7;JE-15715;OFF-ST-10001505;CA-2016-112109
1940;12/07/2016;Standard Class;8,736;0,7;4;JE-15715;OFF-BI-10001634;CA-2016-112109
1941;12/07/2016;Standard Class;662,88;0,2;3;JE-15715;FUR-CH-10004287;CA-2016-112109
1942;1/09/2017;First Class;47,36;0,2;4;CP-12085;OFF-LA-10004544;CA-2017-144064
1943;1/09/2017;First Class;27,44;0,2;2;CP-12085;OFF-ST-10004507;CA-2017-144064
1944;1/09/2017;First Class;3,24;0,8;9;CP-12085;OFF-BI-10002012;CA-2017-144064
1945;26/06/2016;Standard Class;95,968;0,2;4;EA-14035;TEC-AC-10001109;CA-2016-108581
1946;26/06/2016;Standard Class;10,368;0,2;2;EA-14035;OFF-PA-10000809;CA-2016-108581
1947;6/09/2017;Standard Class;23,1;0;2;AC-10615;OFF-AR-10000658;CA-2017-157987
1948;6/09/2017;Standard Class;11,54;0;2;AC-10615;FUR-FU-10001196;CA-2017-157987
1949;6/09/2017;Standard Class;254,526;0,4;1;AC-10615;FUR-TA-10001889;CA-2017-157987
1950;6/09/2017;Standard Class;12,98;0;1;AC-10615;OFF-AP-10000358;CA-2017-157987
1951;6/09/2017;Standard Class;26,432;0,2;8;AC-10615;OFF-BI-10004970;CA-2017-157987
1952;6/09/2017;Standard Class;197,97;0;3;AC-10615;TEC-PH-10003885;CA-2017-157987
1953;6/09/2017;Standard Class;18,9;0;6;AC-10615;OFF-LA-10001641;CA-2017-157987
1954;6/09/2017;Standard Class;1282,41;0,1;5;AC-10615;FUR-CH-10003379;CA-2017-157987
1955;6/09/2017;Standard Class;4,92;0;3;AC-10615;OFF-AR-10004582;CA-2017-157987
1956;6/09/2017;Standard Class;238;0;2;AC-10615;TEC-AC-10002842;CA-2017-157987
1957;6/09/2017;Standard Class;167,97;0;3;AC-10615;TEC-AC-10000109;CA-2017-157987
1958;6/09/2017;Standard Class;17,12;0;4;AC-10615;OFF-PA-10003893;CA-2017-157987
1959;15/09/2017;Second Class;16,2;0;3;RW-19690;OFF-BI-10003669;CA-2017-110905
1960;15/09/2017;Second Class;33,99;0;3;RW-19690;OFF-AP-10004785;CA-2017-110905
1961;15/09/2017;Second Class;296,85;0;5;RW-19690;TEC-AC-10003023;CA-2017-110905
1962;15/09/2017;Second Class;112,8;0;6;RW-19690;TEC-AC-10002217;CA-2017-110905
1963;15/09/2017;Second Class;13,71;0;3;RW-19690;OFF-BI-10002954;CA-2017-110905
1964;15/09/2017;Second Class;24,9;0;5;RW-19690;OFF-PA-10002586;CA-2017-110905
1965;15/09/2017;Second Class;286,29;0;3;RW-19690;OFF-ST-10000025;CA-2017-110905
1966;15/09/2017;Second Class;24,18;0;2;RW-19690;OFF-AP-10003281;CA-2017-110905
1967;28/12/2017;Standard Class;281,97;0;3;DB-13210;TEC-PH-10002103;CA-2017-165841
1968;28/12/2017;Standard Class;69,5;0;5;DB-13210;OFF-SU-10000898;CA-2017-165841
1969;28/12/2017;Standard Class;166,44;0;3;DB-13210;OFF-PA-10001144;CA-2017-165841
1970;29/09/2017;Standard Class;291,96;0;4;BD-11320;TEC-AC-10004659;CA-2017-117485
1971;11/05/2017;Standard Class;6,408;0,2;3;ML-17755;OFF-AR-10004752;CA-2017-140242
1972;11/05/2017;Standard Class;408,744;0,2;7;ML-17755;TEC-AC-10004659;CA-2017-140242
1973;19/12/2014;Standard Class;5,104;0,8;4;JD-16015;OFF-BI-10001249;CA-2014-148950
1974;19/12/2014;Standard Class;2,896;0,2;2;JD-16015;OFF-FA-10003059;CA-2014-148950
1975;19/12/2014;Standard Class;35,016;0,2;3;JD-16015;TEC-AC-10002718;CA-2014-148950
1976;20/10/2014;Second Class;275,97;0;3;AS-10225;OFF-ST-10001522;CA-2014-110408
1977;20/10/2014;Second Class;1394,95;0;5;AS-10225;TEC-PH-10002352;CA-2014-110408
1978;20/10/2014;Second Class;545,88;0;6;AS-10225;FUR-CH-10003774;CA-2014-110408
1979;12/05/2015;Standard Class;5,248;0,2;2;AA-10375;OFF-AR-10000127;CA-2015-109939
1980;14/04/2016;Same Day;933,536;0,2;4;KT-16465;FUR-CH-10004086;CA-2016-112669
1981;14/04/2016;Same Day;42,976;0,2;4;KT-16465;OFF-ST-10001228;CA-2016-112669
1982;16/12/2015;Second Class;3,76;0;2;MM-18280;OFF-BI-10004187;CA-2015-119592
1983;9/12/2014;Standard Class;479,96;0;4;NG-18430;TEC-PH-10003811;CA-2014-122749
1984;27/11/2014;Second Class;320,88;0;6;LW-16825;OFF-AP-10000240;CA-2014-164721
1985;27/11/2014;Second Class;23,88;0;3;LW-16825;FUR-FU-10001940;CA-2014-164721
1986;27/11/2014;Second Class;26,76;0;4;LW-16825;OFF-PA-10000575;CA-2014-164721
1987;27/07/2016;First Class;1439,976;0,4;4;CB-12415;TEC-CO-10001449;CA-2016-147417
1988;13/11/2015;Standard Class;17,22;0;3;AS-10090;OFF-BI-10002393;CA-2015-127509
1989;13/11/2015;Standard Class;1024,38;0;7;AS-10090;FUR-TA-10002855;CA-2015-127509
1990;13/11/2015;Standard Class;26,22;0;3;AS-10090;OFF-EN-10000781;CA-2015-127509
1991;13/11/2015;Standard Class;17,34;0;3;AS-10090;OFF-PA-10002160;CA-2015-127509
1992;28/02/2017;Standard Class;4,956;0,7;4;CB-12415;OFF-BI-10004970;CA-2017-111374
1993;2/07/2017;Standard Class;71,04;0,2;6;ML-17755;OFF-LA-10003923;CA-2017-133648
1994;2/07/2017;Standard Class;5,344;0,2;2;ML-17755;OFF-AR-10002257;CA-2017-133648
1995;2/07/2017;Standard Class;11,304;0,2;3;ML-17755;OFF-FA-10004395;CA-2017-133648
1996;4/12/2017;Second Class;294,62;0,8;5;JS-16030;OFF-AP-10002534;US-2017-147221
1997;4/12/2017;Second Class;8,752;0,6;4;JS-16030;FUR-FU-10004020;US-2017-147221
1998;9/02/2014;First Class;15;0;4;ND-18460;OFF-LA-10002787;CA-2014-131905
1999;9/02/2014;First Class;161,61;0;1;ND-18460;TEC-PH-10003645;CA-2014-131905
2000;9/02/2014;First Class;144,95;0;5;ND-18460;TEC-PH-10001615;CA-2014-131905
2001;18/04/2017;Standard Class;199,95;0;5;LW-17215;TEC-AC-10001767;CA-2017-166128
2002;18/04/2017;Standard Class;41,86;0;7;LW-17215;OFF-AR-10001221;CA-2017-166128
2003;28/12/2017;Second Class;95,94;0;3;JW-15955;OFF-ST-10000563;CA-2017-163510
2004;28/12/2017;Second Class;304,45;0;5;JW-15955;FUR-CH-10001146;CA-2017-163510
2005;18/04/2017;Standard Class;11,364;0,8;3;SC-20050;OFF-BI-10004738;US-2017-143028
2006;4/01/2015;Standard Class;29,68;0;7;RW-19630;OFF-AR-10000034;CA-2014-111150
2007;4/01/2015;Standard Class;47,53;0;7;RW-19630;TEC-AC-10000290;CA-2014-111150
2008;4/08/2017;First Class;183,372;0,3;2;CM-12190;FUR-BO-10003034;CA-2017-165386
2009;21/11/2014;Standard Class;4,224;0,2;3;JF-15190;OFF-AR-10001315;CA-2014-116407
2010;21/11/2014;Standard Class;333,056;0,2;2;JF-15190;OFF-AP-10002118;CA-2014-116407
2011;21/11/2014;Standard Class;24,896;0,2;4;JF-15190;OFF-PA-10002137;CA-2014-116407
2012;11/12/2015;Same Day;159,984;0,2;2;SC-20800;TEC-AC-10001606;CA-2015-155761
2013;11/12/2015;Same Day;46,344;0,2;3;SC-20800;OFF-ST-10000943;CA-2015-155761
2014;23/09/2016;Standard Class;350,98;0;1;AM-10705;FUR-CH-10001854;CA-2016-145905
2015;23/09/2016;Standard Class;13,08;0;2;AM-10705;OFF-PA-10000533;CA-2016-145905
2016;23/09/2016;Standard Class;900,08;0;4;AM-10705;OFF-ST-10003716;CA-2016-145905
2017;23/03/2015;Standard Class;17,568;0,2;2;BK-11260;OFF-BI-10000088;CA-2015-113110
2018;23/03/2015;Standard Class;14,62;0;2;BK-11260;OFF-LA-10000240;CA-2015-113110
2019;23/03/2015;Standard Class;33,36;0;4;BK-11260;OFF-SU-10001165;CA-2015-113110
2020;23/03/2015;Standard Class;40,14;0;6;BK-11260;OFF-PA-10002749;CA-2015-113110
2021;21/09/2016;First Class;1606,23;0;9;RH-19510;OFF-ST-10001490;CA-2016-168354
2022;21/09/2016;First Class;17,04;0;3;RH-19510;OFF-PA-10002377;CA-2016-168354
2023;21/09/2016;First Class;49,53;0;3;RH-19510;OFF-BI-10004826;CA-2016-168354
2024;21/09/2016;First Class;872,32;0;4;RH-19510;FUR-CH-10004675;CA-2016-168354
2025;22/08/2017;Second Class;239,12;0,2;5;GM-14500;OFF-BI-10002867;US-2017-111241
2026;15/03/2015;First Class;141,96;0;2;MC-17275;FUR-BO-10004409;CA-2015-114237
2027;10/09/2016;Second Class;33,024;0,2;2;VM-21685;OFF-BI-10002225;CA-2016-113516
2028;10/09/2016;Second Class;67,136;0,2;4;VM-21685;OFF-BI-10001989;CA-2016-113516
2029;30/11/2015;Standard Class;14,73;0;3;GP-14740;OFF-BI-10000343;CA-2015-117961
2030;30/11/2015;Standard Class;104,9;0;5;GP-14740;OFF-ST-10001172;CA-2015-117961
2031;30/11/2015;Standard Class;61,04;0;4;GP-14740;OFF-BI-10003707;CA-2015-117961
2032;30/11/2015;Standard Class;10,95;0;3;GP-14740;OFF-PA-10001274;CA-2015-117961
2033;13/12/2016;Standard Class;9,392;0,2;2;GB-14530;OFF-PA-10002250;CA-2016-128923
2034;13/12/2016;Standard Class;9,328;0,2;1;GB-14530;OFF-AR-10000475;CA-2016-128923
2035;29/09/2017;Standard Class;8,26;0;2;CT-11995;OFF-BI-10002976;CA-2017-162481
2036;29/09/2017;Standard Class;269,97;0;3;CT-11995;FUR-CH-10003061;CA-2017-162481
2037;27/01/2015;Standard Class;29,04;0;3;CW-11905;OFF-PA-10002893;CA-2015-119214
2038;27/01/2015;Standard Class;14,62;0;2;CW-11905;OFF-LA-10003077;CA-2015-119214
2039;23/06/2015;Standard Class;11,952;0,2;3;SN-20560;OFF-PA-10001661;CA-2015-122287
2040;23/06/2015;Standard Class;4,536;0,7;7;SN-20560;OFF-BI-10004656;CA-2015-122287
2041;23/06/2015;Standard Class;9,156;0,7;2;SN-20560;OFF-BI-10003707;CA-2015-122287
2042;23/06/2015;Standard Class;75,36;0,2;5;SN-20560;FUR-FU-10004973;CA-2015-122287
2043;8/10/2015;Standard Class;57,504;0,2;6;EB-13705;OFF-BI-10004817;CA-2015-104493
2044;23/11/2017;Standard Class;38,864;0,2;7;JW-15220;OFF-AR-10001860;US-2017-158946
2045;23/08/2014;Standard Class;15,552;0,2;3;KB-16585;OFF-PA-10001639;CA-2014-129168
2046;21/07/2016;Standard Class;162,64;0;2;MC-17590;OFF-AP-10004487;CA-2016-131835
2047;21/07/2016;Standard Class;597;0;3;MC-17590;TEC-PH-10001760;CA-2016-131835
2048;21/07/2016;Standard Class;55,48;0;1;MC-17590;OFF-PA-10004071;CA-2016-131835
2049;13/07/2015;First Class;289,8;0,2;7;CK-12595;FUR-FU-10004848;CA-2015-142237
2050;13/07/2015;First Class;2,502;0,7;3;CK-12595;OFF-BI-10004022;CA-2015-142237
2051;13/07/2015;First Class;6,48;0,7;4;CK-12595;OFF-BI-10003669;CA-2015-142237
2052;13/07/2015;First Class;341,488;0,3;8;CK-12595;FUR-CH-10003833;CA-2015-142237
2053;13/07/2015;First Class;11,12;0,2;5;CK-12595;OFF-AR-10003732;CA-2015-142237
2054;13/07/2015;First Class;25,344;0,2;6;CK-12595;FUR-FU-10003142;CA-2015-142237
2055;7/12/2016;Standard Class;17,31;0;3;RD-19480;FUR-FU-10001196;CA-2016-136434
2056;25/12/2017;First Class;199,95;0;5;TP-21130;TEC-AC-10001114;CA-2017-120376
2057;25/12/2017;First Class;1586,69;0;7;TP-21130;FUR-CH-10002335;CA-2017-120376
2058;25/12/2017;First Class;84,99;0;1;TP-21130;TEC-AC-10000844;CA-2017-120376
2059;25/12/2017;First Class;411,8;0;2;TP-21130;FUR-TA-10004534;CA-2017-120376
2060;4/11/2014;Standard Class;11,34;0;3;GG-14650;OFF-FA-10002975;CA-2014-106439
2061;4/11/2014;Standard Class;80,3;0;5;GG-14650;OFF-ST-10003996;CA-2014-106439
