Row ID;Ship Date;Ship Mode;Sales;Discount;Quantity;Customer ID;Product ID;Product Name;Order ID
1933;10/08/2017;Second Class;145.74;0;3;SV-20365;FUR-BO-10000468;O'Sullivan 2-Shelf Heavy-Duty Bookcases;CA-2017-161200
1934;10/08/2017;Second Class;15.4;0;5;SV-20365;FUR-FU-10001706;Longer-Life Soft White Bulbs;CA-2017-161200
1935;3/12/2017;Standard Class;244.55;0;5;LW-16990;OFF-PA-10003129;Tops White Computer Printout Paper;CA-2017-101245
1936;3/12/2017;Standard Class;166.16;0;8;LW-16990;TEC-AC-10001284;Enermax Briskie RF Wireless Keyboard and Mouse Combo;CA-2017-101245
1937;27/05/2015;Second Class;14.73;0;3;NP-18685;FUR-FU-10002268;Ultra Door Push Plate;CA-2015-141768
1938;12/07/2016;Standard Class;19.97;0.7;2;JE-15715;OFF-BI-10002082;GBC Twin Loop Wire Binding Elements;CA-2016-112109
1939;12/07/2016;Standard Class;33.49;0.2;7;JE-15715;OFF-ST-10001505;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";CA-2016-112109
1940;12/07/2016;Standard Class;8.74;0.7;4;JE-15715;OFF-BI-10001634;Wilson Jones Active Use Binders;CA-2016-112109
1941;12/07/2016;Standard Class;662.88;0.2;3;JE-15715;FUR-CH-10004287;SAFCO Arco Folding Chair;CA-2016-112109
1942;1/09/2017;First Class;47.36;0.2;4;CP-12085;OFF-LA-10004544;Avery 505;CA-2017-144064
1943;1/09/2017;First Class;27.44;0.2;2;CP-12085;OFF-ST-10004507;Advantus Rolling Storage Box;CA-2017-144064
1944;1/09/2017;First Class;3.24;0.8;9;CP-12085;OFF-BI-10002012;Wilson Jones Easy Flow II Sheet Lifters;CA-2017-144064
1945;26/06/2016;Standard Class;95.97;0.2;4;EA-14035;TEC-AC-10001109;Logitech Trackman Marble Mouse;CA-2016-108581
1946;26/06/2016;Standard Class;10.37;0.2;2;EA-14035;OFF-PA-10000809;Xerox 206;CA-2016-108581
1947;6/09/2017;Standard Class;23.1;0;2;AC-10615;OFF-AR-10000658;Newell 324;CA-2017-157987
1948;6/09/2017;Standard Class;11.54;0;2;AC-10615;FUR-FU-10001196;DAX Cubicle Frames - 8x10;CA-2017-157987
1949;6/09/2017;Standard Class;254.53;0.4;1;AC-10615;FUR-TA-10001889;Bush Advantage Collection Racetrack Conference Table;CA-2017-157987
1950;6/09/2017;Standard Class;12.98;0;1;AC-10615;OFF-AP-10000358;Fellowes Basic Home/Office Series Surge Protectors;CA-2017-157987
1951;6/09/2017;Standard Class;26.43;0.2;8;AC-10615;OFF-BI-10004970;"ACCOHIDE 3-Ring Binder, Blue, 1""";CA-2017-157987
1952;6/09/2017;Standard Class;197.97;0;3;AC-10615;TEC-PH-10003885;Cisco SPA508G;CA-2017-157987
1953;6/09/2017;Standard Class;18.9;0;6;AC-10615;OFF-LA-10001641;Avery 518;CA-2017-157987
1954;6/09/2017;Standard Class;1282.41;0.1;5;AC-10615;FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;CA-2017-157987
1955;6/09/2017;Standard Class;4.92;0;3;AC-10615;OFF-AR-10004582;BIC Brite Liner Grip Highlighters;CA-2017-157987
1956;6/09/2017;Standard Class;238;0;2;AC-10615;TEC-AC-10002842;WD My Passport Ultra 2TB Portable External Hard Drive;CA-2017-157987
1957;6/09/2017;Standard Class;167.97;0;3;AC-10615;TEC-AC-10000109;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;CA-2017-157987
1958;6/09/2017;Standard Class;17.12;0;4;AC-10615;OFF-PA-10003893;Xerox 1962;CA-2017-157987
1959;15/09/2017;Second Class;16.2;0;3;RW-19690;OFF-BI-10003669;3M Organizer Strips;CA-2017-110905
1960;15/09/2017;Second Class;33.99;0;3;RW-19690;OFF-AP-10004785;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;CA-2017-110905
1961;15/09/2017;Second Class;296.85;0;5;RW-19690;TEC-AC-10003023;Logitech G105 Gaming Keyboard;CA-2017-110905
1962;15/09/2017;Second Class;112.8;0;6;RW-19690;TEC-AC-10002217;Imation Clip USB flash drive - 8 GB;CA-2017-110905
1963;15/09/2017;Second Class;13.71;0;3;RW-19690;OFF-BI-10002954;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;CA-2017-110905
1964;15/09/2017;Second Class;24.9;0;5;RW-19690;OFF-PA-10002586;Xerox 1970;CA-2017-110905
1965;15/09/2017;Second Class;286.29;0;3;RW-19690;OFF-ST-10000025;Fellowes Stor/Drawer Steel Plus Storage Drawers;CA-2017-110905
1966;15/09/2017;Second Class;24.18;0;2;RW-19690;OFF-AP-10003281;Acco 6 Outlet Guardian Standard Surge Suppressor;CA-2017-110905
1967;28/12/2017;Standard Class;281.97;0;3;DB-13210;TEC-PH-10002103;Jabra SPEAK 410;CA-2017-165841
1968;28/12/2017;Standard Class;69.5;0;5;DB-13210;OFF-SU-10000898;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";CA-2017-165841
1969;28/12/2017;Standard Class;166.44;0;3;DB-13210;OFF-PA-10001144;Xerox 1913;CA-2017-165841
1970;29/09/2017;Standard Class;291.96;0;4;BD-11320;TEC-AC-10004659;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";CA-2017-117485
1971;11/05/2017;Standard Class;6.41;0.2;3;ML-17755;OFF-AR-10004752;Blackstonian Pencils;CA-2017-140242
1972;11/05/2017;Standard Class;408.74;0.2;7;ML-17755;TEC-AC-10004659;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";CA-2017-140242
1973;19/12/2014;Standard Class;5.1;0.8;4;JD-16015;OFF-BI-10001249;Avery Heavy-Duty EZD View Binder with Locking Rings;CA-2014-148950
1974;19/12/2014;Standard Class;2.9;0.2;2;JD-16015;OFF-FA-10003059;Assorted Color Push Pins;CA-2014-148950
1975;19/12/2014;Standard Class;35.02;0.2;3;JD-16015;TEC-AC-10002718;Belkin Standard 104 key USB Keyboard;CA-2014-148950
1976;20/10/2014;Second Class;275.97;0;3;AS-10225;OFF-ST-10001522;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;CA-2014-110408
1977;20/10/2014;Second Class;1394.95;0;5;AS-10225;TEC-PH-10002352;Avaya IP Phone 1140E VoIP phone;CA-2014-110408
1978;20/10/2014;Second Class;545.88;0;6;AS-10225;FUR-CH-10003774;Global Wood Trimmed Manager's Task Chair, Khaki;CA-2014-110408
1979;12/05/2015;Standard Class;5.25;0.2;2;AA-10375;OFF-AR-10000127;Newell 321;CA-2015-109939
1980;14/04/2016;Same Day;933.54;0.2;4;KT-16465;FUR-CH-10004086;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;CA-2016-112669
1981;14/04/2016;Same Day;42.98;0.2;4;KT-16465;OFF-ST-10001228;Fellowes Personal Hanging Folder Files, Navy;CA-2016-112669
1982;16/12/2015;Second Class;3.76;0;2;MM-18280;OFF-BI-10004187;3-ring staple pack;CA-2015-119592
1983;9/12/2014;Standard Class;479.96;0;4;NG-18430;TEC-PH-10003811;Jabra Supreme Plus Driver Edition Headset;CA-2014-122749
1984;27/11/2014;Second Class;320.88;0;6;LW-16825;OFF-AP-10000240;Belkin F9G930V10-GRY 9 Outlet Surge;CA-2014-164721
1985;27/11/2014;Second Class;23.88;0;3;LW-16825;FUR-FU-10001940;Staple-based wall hangings;CA-2014-164721
1986;27/11/2014;Second Class;26.76;0;4;LW-16825;OFF-PA-10000575;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;CA-2014-164721
1987;27/07/2016;First Class;1439.98;0.4;4;CB-12415;TEC-CO-10001449;Hewlett Packard LaserJet 3310 Copier;CA-2016-147417
1988;13/11/2015;Standard Class;17.22;0;3;AS-10090;OFF-BI-10002393;Binder Posts;CA-2015-127509
1989;13/11/2015;Standard Class;1024.38;0;7;AS-10090;FUR-TA-10002855;Bevis Round Conference Table Top & Single Column Base;CA-2015-127509
1990;13/11/2015;Standard Class;26.22;0;3;AS-10090;OFF-EN-10000781;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";CA-2015-127509
1991;13/11/2015;Standard Class;17.34;0;3;AS-10090;OFF-PA-10002160;Xerox 1978;CA-2015-127509
1992;28/02/2017;Standard Class;4.96;0.7;4;CB-12415;OFF-BI-10004970;"ACCOHIDE 3-Ring Binder, Blue, 1""";CA-2017-111374
1993;2/07/2017;Standard Class;71.04;0.2;6;ML-17755;OFF-LA-10003923;Alphabetical Labels for Top Tab Filing;CA-2017-133648
1994;2/07/2017;Standard Class;5.34;0.2;2;ML-17755;OFF-AR-10002257;Eldon Spacemaker Box, Quick-Snap Lid, Clear;CA-2017-133648
1995;2/07/2017;Standard Class;11.3;0.2;3;ML-17755;OFF-FA-10004395;Plymouth Boxed Rubber Bands by Plymouth;CA-2017-133648
1996;4/12/2017;Second Class;294.62;0.8;5;JS-16030;OFF-AP-10002534;3.6 Cubic Foot Counter Height Office Refrigerator;US-2017-147221
1997;4/12/2017;Second Class;8.75;0.6;4;JS-16030;FUR-FU-10004020;Advantus Panel Wall Acrylic Frame;US-2017-147221
1998;9/02/2014;First Class;15;0;4;ND-18460;OFF-LA-10002787;Avery 480;CA-2014-131905
1999;9/02/2014;First Class;161.61;0;1;ND-18460;TEC-PH-10003645;Aastra 57i VoIP phone;CA-2014-131905
2000;9/02/2014;First Class;144.95;0;5;ND-18460;TEC-PH-10001615;AT&T CL82213;CA-2014-131905
2001;18/04/2017;Standard Class;199.95;0;5;LW-17215;TEC-AC-10001767;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;CA-2017-166128
2002;18/04/2017;Standard Class;41.86;0;7;LW-17215;OFF-AR-10001221;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;CA-2017-166128
2003;28/12/2017;Second Class;95.94;0;3;JW-15955;OFF-ST-10000563;Fellowes Bankers Box Stor/Drawer Steel Plus;CA-2017-163510
2004;28/12/2017;Second Class;304.45;0;5;JW-15955;FUR-CH-10001146;Global Value Mid-Back Manager's Chair, Gray;CA-2017-163510
2005;18/04/2017;Standard Class;11.36;0.8;3;SC-20050;OFF-BI-10004738;Flexible Leather- Look Classic Collection Ring Binder;US-2017-143028
2006;4/01/2015;Standard Class;29.68;0;7;RW-19630;OFF-AR-10000034;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;CA-2014-111150
2007;4/01/2015;Standard Class;47.53;0;7;RW-19630;TEC-AC-10000290;Sabrent 4-Port USB 2.0 Hub;CA-2014-111150
2008;4/08/2017;First Class;183.37;0.3;2;CM-12190;FUR-BO-10003034;O'Sullivan Elevations Bookcase, Cherry Finish;CA-2017-165386
2009;21/11/2014;Standard Class;4.22;0.2;3;JF-15190;OFF-AR-10001315;Newell 310;CA-2014-116407
2010;21/11/2014;Standard Class;333.06;0.2;2;JF-15190;OFF-AP-10002118;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";CA-2014-116407
2011;21/11/2014;Standard Class;24.9;0.2;4;JF-15190;OFF-PA-10002137;Southworth 100% Résumé Paper, 24lb.;CA-2014-116407
2012;11/12/2015;Same Day;159.98;0.2;2;SC-20800;TEC-AC-10001606;Logitech Wireless Performance Mouse MX for PC and Mac;CA-2015-155761
2013;11/12/2015;Same Day;46.34;0.2;3;SC-20800;OFF-ST-10000943;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;CA-2015-155761
2014;23/09/2016;Standard Class;350.98;0;1;AM-10705;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;CA-2016-145905
2015;23/09/2016;Standard Class;13.08;0;2;AM-10705;OFF-PA-10000533;Southworth Parchment Paper & Envelopes;CA-2016-145905
2016;23/09/2016;Standard Class;900.08;0;4;AM-10705;OFF-ST-10003716;Tennsco Double-Tier Lockers;CA-2016-145905
2017;23/03/2015;Standard Class;17.57;0.2;2;BK-11260;OFF-BI-10000088;GBC Imprintable Covers;CA-2015-113110
2018;23/03/2015;Standard Class;14.62;0;2;BK-11260;OFF-LA-10000240;Self-Adhesive Address Labels for Typewriters by Universal;CA-2015-113110
2019;23/03/2015;Standard Class;33.36;0;4;BK-11260;OFF-SU-10001165;Acme Elite Stainless Steel Scissors;CA-2015-113110
2020;23/03/2015;Standard Class;40.14;0;6;BK-11260;OFF-PA-10002749;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;CA-2015-113110
2021;21/09/2016;First Class;1606.23;0;9;RH-19510;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;CA-2016-168354
2022;21/09/2016;First Class;17.04;0;3;RH-19510;OFF-PA-10002377;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";CA-2016-168354
2023;21/09/2016;First Class;49.53;0;3;RH-19510;OFF-BI-10004826;JM Magazine Binder;CA-2016-168354
2024;21/09/2016;First Class;872.32;0;4;RH-19510;FUR-CH-10004675;Lifetime Advantage Folding Chairs, 4/Carton;CA-2016-168354
2025;22/08/2017;Second Class;239.12;0.2;5;GM-14500;OFF-BI-10002867;GBC Recycled Regency Composition Covers;US-2017-111241
2026;15/03/2015;First Class;141.96;0;2;MC-17275;FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;CA-2015-114237
2027;10/09/2016;Second Class;33.02;0.2;2;VM-21685;OFF-BI-10002225;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";CA-2016-113516
2028;10/09/2016;Second Class;67.14;0.2;4;VM-21685;OFF-BI-10001989;Premium Transparent Presentation Covers by GBC;CA-2016-113516
2029;30/11/2015;Standard Class;14.73;0;3;GP-14740;OFF-BI-10000343;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";CA-2015-117961
2030;30/11/2015;Standard Class;104.9;0;5;GP-14740;OFF-ST-10001172;Tennsco Lockers, Sand;CA-2015-117961
2031;30/11/2015;Standard Class;61.04;0;4;GP-14740;OFF-BI-10003707;Aluminum Screw Posts;CA-2015-117961
2032;30/11/2015;Standard Class;10.95;0;3;GP-14740;OFF-PA-10001274;Loose Memo Sheets;CA-2015-117961
2033;13/12/2016;Standard Class;9.39;0.2;2;GB-14530;OFF-PA-10002250;Things To Do Today Pad;CA-2016-128923
2034;13/12/2016;Standard Class;9.33;0.2;1;GB-14530;OFF-AR-10000475;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;CA-2016-128923
2035;29/09/2017;Standard Class;8.26;0;2;CT-11995;OFF-BI-10002976;ACCOHIDE Binder by Acco;CA-2017-162481
2036;29/09/2017;Standard Class;269.97;0;3;CT-11995;FUR-CH-10003061;Global Leather Task Chair, Black;CA-2017-162481
2037;27/01/2015;Standard Class;29.04;0;3;CW-11905;OFF-PA-10002893;"Wirebound Service Call Books, 5 1/2"" x 4""";CA-2015-119214
2038;27/01/2015;Standard Class;14.62;0;2;CW-11905;OFF-LA-10003077;Avery 500;CA-2015-119214
2039;23/06/2015;Standard Class;11.95;0.2;3;SN-20560;OFF-PA-10001661;Xerox 1922;CA-2015-122287
2040;23/06/2015;Standard Class;4.54;0.7;7;SN-20560;OFF-BI-10004656;Peel & Stick Add-On Corner Pockets;CA-2015-122287
2041;23/06/2015;Standard Class;9.16;0.7;2;SN-20560;OFF-BI-10003707;Aluminum Screw Posts;CA-2015-122287
2042;23/06/2015;Standard Class;75.36;0.2;5;SN-20560;FUR-FU-10004973;Flat Face Poster Frame;CA-2015-122287
2043;8/10/2015;Standard Class;57.5;0.2;6;EB-13705;OFF-BI-10004817;GBC Personal VeloBind Strips;CA-2015-104493
2044;23/11/2017;Standard Class;38.86;0.2;7;JW-15220;OFF-AR-10001860;BIC Liqua Brite Liner;US-2017-158946
2045;23/08/2014;Standard Class;15.55;0.2;3;KB-16585;OFF-PA-10001639;Xerox 203;CA-2014-129168
2046;21/07/2016;Standard Class;162.64;0;2;MC-17590;OFF-AP-10004487;Kensington 4 Outlet MasterPiece Compact Power Control Center;CA-2016-131835
2047;21/07/2016;Standard Class;597;0;3;MC-17590;TEC-PH-10001760;Bose SoundLink Bluetooth Speaker;CA-2016-131835
2048;21/07/2016;Standard Class;55.48;0;1;MC-17590;OFF-PA-10004071;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;CA-2016-131835
2049;13/07/2015;First Class;289.8;0.2;7;CK-12595;FUR-FU-10004848;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";CA-2015-142237
2050;13/07/2015;First Class;2.5;0.7;3;CK-12595;OFF-BI-10004022;Acco Suede Grain Vinyl Round Ring Binder;CA-2015-142237
2051;13/07/2015;First Class;6.48;0.7;4;CK-12595;OFF-BI-10003669;3M Organizer Strips;CA-2015-142237
2052;13/07/2015;First Class;341.49;0.3;8;CK-12595;FUR-CH-10003833;Novimex Fabric Task Chair;CA-2015-142237
2053;13/07/2015;First Class;11.12;0.2;5;CK-12595;OFF-AR-10003732;Newell 333;CA-2015-142237
2054;13/07/2015;First Class;25.34;0.2;6;CK-12595;FUR-FU-10003142;Master Big Foot Doorstop, Beige;CA-2015-142237
2055;7/12/2016;Standard Class;17.31;0;3;RD-19480;FUR-FU-10001196;DAX Cubicle Frames - 8x10;CA-2016-136434
2056;25/12/2017;First Class;199.95;0;5;TP-21130;TEC-AC-10001114;Microsoft Wireless Mobile Mouse 4000;CA-2017-120376
2057;25/12/2017;First Class;1586.69;0;7;TP-21130;FUR-CH-10002335;Hon GuestStacker Chair;CA-2017-120376
2058;25/12/2017;First Class;84.99;0;1;TP-21130;TEC-AC-10000844;Logitech Gaming G510s - Keyboard;CA-2017-120376
2059;25/12/2017;First Class;411.8;0;2;TP-21130;FUR-TA-10004534;Bevis 44 x 96 Conference Tables;CA-2017-120376
2060;4/11/2014;Standard Class;11.34;0;3;GG-14650;OFF-FA-10002975;Staples;CA-2014-106439
2061;4/11/2014;Standard Class;80.3;0;5;GG-14650;OFF-ST-10003996;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;CA-2014-106439
2062;4/11/2014;Standard Class;15.97;0.2;2;GG-14650;OFF-BI-10002571;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";CA-2014-106439
2063;4/11/2014;Standard Class;64.74;0;13;GG-14650;OFF-PA-10000477;Xerox 1952;CA-2014-106439
2064;4/11/2014;Standard Class;19.3;0.2;3;GG-14650;OFF-BI-10004209;Fellowes Twister Kit, Gray/Clear, 3/pkg;CA-2014-106439
2065;4/11/2014;Standard Class;405.64;0;4;GG-14650;OFF-ST-10001963;Tennsco Regal Shelving Units;CA-2014-106439
2066;4/11/2014;Standard Class;146.35;0.2;3;GG-14650;FUR-CH-10003833;Novimex Fabric Task Chair;CA-2014-106439
2067;4/11/2014;Standard Class;251.91;0;9;GG-14650;TEC-AC-10004568;Maxell LTO Ultrium - 800 GB;CA-2014-106439
2068;4/11/2014;Standard Class;12.39;0;3;GG-14650;OFF-AR-10001419;Newell 325;CA-2014-106439
2069;19/04/2015;Standard Class;199.96;0;4;ZC-21910;TEC-AC-10002800;Plantronics Audio 478 Stereo USB Headset;CA-2015-133452
2070;19/04/2015;Standard Class;710.83;0.2;3;ZC-21910;FUR-TA-10003954;Hon 94000 Series Round Tables;CA-2015-133452
2071;23/07/2016;Second Class;1.94;0.7;1;CC-12610;OFF-BI-10000301;GBC Instant Report Kit;CA-2016-146521
2072;25/11/2017;Standard Class;283.92;0.2;5;KA-16525;FUR-CH-10003956;Novimex High-Tech Fabric Mesh Task Chair;US-2017-110996
2073;2/12/2016;Standard Class;7.31;0.2;2;TC-20980;OFF-BI-10002954;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;CA-2016-129693
2074;12/11/2017;Second Class;59.97;0;3;DB-13270;TEC-AC-10003289;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;CA-2017-122504
2075;12/11/2017;Second Class;761.54;0.2;7;DB-13270;TEC-PH-10002468;Plantronics CS 50-USB - headset - Convertible, Monaural;CA-2017-122504
2076;5/12/2014;Standard Class;58.2;0;3;TR-21325;FUR-FU-10001861;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;CA-2014-131051
2077;15/09/2017;First Class;39.9;0;5;BF-11080;OFF-PA-10004082;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;CA-2017-140676
2078;15/09/2017;First Class;90.86;0;7;BF-11080;OFF-AP-10000358;Fellowes Basic Home/Office Series Surge Protectors;CA-2017-140676
2079;15/09/2017;First Class;94.85;0;5;BF-11080;OFF-PA-10004243;Xerox 1939;CA-2017-140676
2080;29/12/2015;Standard Class;106.23;0.2;7;MS-17365;OFF-PA-10001295;Computer Printout Paper with Letter-Trim Perforations;CA-2015-120103
2081;29/12/2015;Standard Class;111.98;0.2;2;MS-17365;TEC-PH-10002170;ClearSounds CSC500 Amplified Spirit Phone Corded phone;CA-2015-120103
2082;29/12/2015;Standard Class;7.71;0.2;2;MS-17365;FUR-FU-10002885;Magna Visual Magnetic Picture Hangers;CA-2015-120103
2083;1/03/2017;Standard Class;37.44;0;6;CK-12595;OFF-PA-10002870;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;CA-2017-104647
2084;29/11/2014;Standard Class;23.68;0.2;2;ED-13885;OFF-LA-10003923;Alphabetical Labels for Top Tab Filing;CA-2014-110352
2085;28/06/2016;Standard Class;122.12;0;4;IM-15070;OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;CA-2016-140501
2086;28/06/2016;Standard Class;18.45;0;5;IM-15070;OFF-LA-10000248;Avery 52;CA-2016-140501
2087;28/06/2016;Standard Class;324.9;0;5;IM-15070;OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;CA-2016-140501
2088;28/06/2016;Standard Class;146.73;0;3;IM-15070;OFF-PA-10003129;Tops White Computer Printout Paper;CA-2016-140501
2089;28/06/2016;Standard Class;3.96;0;2;IM-15070;OFF-FA-10004076;Translucent Push Pins by OIC;CA-2016-140501
2090;30/10/2015;Standard Class;5.76;0;2;MY-17380;OFF-LA-10004008;Avery 507;CA-2015-139290
2091;19/07/2017;Standard Class;26.55;0;3;MM-17260;OFF-BI-10004094;GBC Standard Plastic Binding Systems Combs;CA-2017-166142
2092;19/07/2017;Standard Class;310.44;0.3;3;MM-17260;FUR-TA-10004607;Hon 2111 Invitation Series Straight Table;CA-2017-166142
2093;21/11/2014;Standard Class;479.9;0;5;MP-17470;FUR-CH-10004289;Global Super Steno Chair;CA-2014-145926
2094;15/04/2015;Second Class;12.88;0;1;AW-10840;OFF-SU-10004498;Martin-Yale Premier Letter Opener;CA-2015-149678
2095;29/11/2015;Standard Class;13.12;0.2;5;SF-20065;OFF-AR-10001177;Newell 349;US-2015-164357
2096;20/05/2016;Standard Class;511.84;0;8;SN-20710;OFF-BI-10001718;GBC DocuBind P50 Personal Binding Machine;US-2016-146570
2097;20/05/2016;Standard Class;91.96;0;4;SN-20710;OFF-AR-10004602;Boston KS Multi-Size Manual Pencil Sharpener;US-2016-146570
2098;20/05/2016;Standard Class;8.34;0;3;SN-20710;OFF-AR-10003856;Newell 344;US-2016-146570
2099;12/09/2017;Standard Class;37.68;0.2;3;RD-19900;OFF-ST-10000649;Hanging Personal Folder File;CA-2017-124401
2100;12/09/2017;Standard Class;279.94;0.2;7;RD-19900;TEC-AC-10002926;Logitech Wireless Marathon Mouse M705;CA-2017-124401
2101;17/03/2014;Standard Class;636.41;0.2;3;KT-16480;OFF-ST-10000078;Tennsco 6- and 18-Compartment Lockers;US-2014-140116
2102;17/03/2014;Standard Class;83.17;0.2;4;KT-16480;OFF-AR-10001044;BOSTON Ranger #55 Pencil Sharpener, Black;US-2014-140116
2103;18/07/2014;Same Day;259.14;0.2;4;AH-10120;FUR-CH-10002372;Office Star - Ergonomically Designed Knee Chair;CA-2014-123295
2104;28/03/2017;Second Class;221.92;0;4;BM-11650;OFF-PA-10000357;Xerox 1888;CA-2017-167101
2105;28/03/2017;Second Class;26;0;2;BM-11650;TEC-AC-10001266;Memorex Micro Travel Drive 8 GB;CA-2017-167101
2106;5/10/2014;Standard Class;15.55;0.2;3;BW-11200;OFF-PA-10004888;Xerox 217;US-2014-167633
2107;26/09/2014;Same Day;0.88;0.8;1;HG-14965;OFF-BI-10003460;Acco 3-Hole Punch;US-2014-152723
2108;31/10/2015;Same Day;19.98;0;1;SG-20080;OFF-PA-10000157;Xerox 191;CA-2015-164882
2109;31/10/2015;Same Day;398.35;0.2;3;SG-20080;OFF-BI-10004519;GBC DocuBind P100 Manual Binding Machine;CA-2015-164882
2110;31/10/2015;Same Day;5.04;0;3;SG-20080;OFF-AR-10004272;Newell 308;CA-2015-164882
2111;31/10/2015;Same Day;17.45;0;5;SG-20080;OFF-FA-10000585;OIC Bulk Pack Metal Binder Clips;CA-2015-164882
2112;31/10/2015;Same Day;323.14;0.2;4;SG-20080;FUR-CH-10004218;Global Fabric Manager's Chair, Dark Gray;CA-2015-164882
2113;31/10/2015;Same Day;29.7;0;3;SG-20080;OFF-SU-10004231;Acme Tagit Stainless Steel Antibacterial Scissors;CA-2015-164882
2114;31/10/2015;Same Day;1295.84;0.2;4;SG-20080;TEC-PH-10001578;Polycom SoundStation2 EX Conference phone;CA-2015-164882
2115;31/10/2015;Same Day;46.84;0;2;SG-20080;OFF-ST-10003638;Mobile Personal File Cube;CA-2015-164882
2116;31/10/2015;Same Day;425.83;0.15;1;SG-20080;FUR-BO-10002213;DMI Eclipse Executive Suite Bookcases;CA-2015-164882
2117;17/10/2015;Second Class;209.67;0.4;1;RK-19300;FUR-TA-10001307;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;CA-2015-159786
2118;23/09/2016;Standard Class;159.88;0;7;SW-20245;OFF-PA-10002222;"Xerox Color Copier Paper, 11"" x 17"", Ream";CA-2016-130267
2119;15/04/2017;First Class;5.28;0;1;RW-19630;OFF-PA-10002479;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);CA-2017-155460
2120;15/04/2017;First Class;895.92;0.2;5;RW-19630;OFF-BI-10003091;GBC DocuBind TL200 Manual Binding Machine;CA-2017-155460
2121;13/01/2017;Standard Class;2.81;0.7;3;TS-21085;OFF-BI-10000145;Zipper Ring Binder Pockets;US-2017-168690
2122;11/11/2017;First Class;215.98;0.2;3;JB-15400;FUR-CH-10003061;Global Leather Task Chair, Black;CA-2017-158246
2123;24/09/2017;Second Class;241.96;0;2;EH-14005;FUR-BO-10001972;O'Sullivan 4-Shelf Bookcase in Odessa Pine;CA-2017-167381
2124;24/09/2017;Second Class;27.72;0;9;EH-14005;OFF-LA-10000134;Avery 511;CA-2017-167381
2125;5/12/2017;Standard Class;104.68;0.2;5;EH-14005;OFF-EN-10003040;Quality Park Security Envelopes;CA-2017-144862
2126;5/12/2017;Standard Class;62.96;0.4;7;EH-14005;TEC-PH-10000923;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;CA-2017-144862
2127;28/06/2014;Standard Class;86.38;0.2;3;BS-11665;TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;CA-2014-126032
2128;9/10/2015;Standard Class;64.94;0.2;3;JK-16120;FUR-FU-10003623;DataProducts Ampli Magnifier Task Lamp, Black,;CA-2015-134859
2129;9/10/2015;Standard Class;20.74;0.2;4;JK-16120;OFF-PA-10001293;Xerox 1946;CA-2015-134859
