Customer ID;Postal Code;City
JD-16015;60610;Chicago
AS-10225;36116;Montgomery
AA-10375;97301;Salem
KT-16465;85301;Glendale
MM-18280;31907;Columbus
NG-18430;73120;Oklahoma City
LW-16825;94513;Brentwood
CB-12415;43229;Columbus
AS-10090;65807;Springfield
CB-12415;19134;Philadelphia
ML-17755;97477;Springfield
JS-16030;77036;Houston
ND-18460;23320;Chesapeake
LW-17215;91104;Pasadena
JW-15955;40214;Louisville
SC-20050;79424;Lubbock
RW-19630;65203;Columbia
CM-12190;60623;Chicago
JF-15190;37604;Johnson City
SC-20800;77041;Houston
AM-10705;36830;Auburn
BK-11260;92404;San Bernardino
RH-19510;2908;Providence
GM-14500;93727;Fresno
MC-17275;98103;Seattle
VM-21685;93534;Lancaster
GP-14740;1453;Leominster
GB-14530;76106;Fort Worth
CT-11995;55901;Rochester
CW-11905;59715;Bozeman
SN-20560;85345;Peoria
EB-13705;92105;San Diego
JW-15220;44107;Lakewood
KB-16585;77095;Houston
MC-17590;8861;Perth Amboy
CK-12595;19134;Philadelphia
RD-19480;47374;Richmond
TP-21130;48227;Detroit
GG-14650;90049;Los Angeles
ZC-21910;91767;Pomona
CC-12610;19134;Philadelphia
KA-16525;91761;Ontario
TC-20980;98105;Seattle
DB-13270;94513;Brentwood
TR-21325;94122;San Francisco
BF-11080;21215;Baltimore
MS-17365;85023;Phoenix
CK-12595;90008;Los Angeles
ED-13885;77036;Houston
IM-15070;10009;New York City
MY-17380;91730;Rancho Cucamonga
MM-17260;19805;Wilmington
MP-17470;56560;Moorhead
AW-10840;87401;Farmington
SF-20065;28403;Wilmington
SN-20710;39212;Jackson
RD-19900;97206;Portland
KT-16480;80219;Denver
AH-10120;85705;Tucson
BM-11650;10009;New York City
BW-11200;33437;Boynton Beach
HG-14965;75150;Mesquite
SG-20080;92374;Redlands
RK-19300;14609;Rochester
SW-20245;95207;Stockton
RW-19630;98105;Seattle
TS-21085;32174;Ormond Beach
JB-15400;94086;Sunnyvale
EH-14005;48911;Lansing
EH-14005;19143;Philadelphia
BS-11665;19143;Philadelphia
JK-16120;19134;Philadelphia
RF-19345;3820;Dover
WB-21850;19134;Philadelphia
TB-21625;75051;Grand Prairie
CB-12415;10009;New York City
GT-14635;11561;Long Beach
TS-21160;17403;York
WB-21850;94521;Concord
DO-13435;10035;New York City
AF-10870;77840;College Station
RB-19435;63116;Saint Louis
AR-10540;2169;Quincy
DR-12880;10009;New York City
BF-11170;75081;Dallas
LB-16735;90032;Los Angeles
DV-13465;55407;Minneapolis
NK-18490;32725;Deltona
LH-17155;45231;Cincinnati
DW-13480;94601;Oakland
KF-16285;95336;Manteca
HA-14920;78041;Laredo
JH-15820;44240;Kent
LC-16930;76903;San Angelo
IL-15100;94122;San Francisco
LS-16975;77070;Houston
CC-12610;77041;Houston
PB-18805;84106;Salt Lake City
CJ-12010;10009;New York City
HK-14890;93905;Salinas
RH-19600;35810;Huntsville
IL-15100;47201;Columbus
AS-10240;90049;Los Angeles
AP-10915;98105;Seattle
AG-10390;37918;Knoxville
BF-11080;36116;Montgomery
LT-17110;72209;Little Rock
BT-11305;98103;Seattle
SC-20725;17602;Lancaster
CG-12040;37620;Bristol
AW-10930;60505;Aurora
RB-19705;10009;New York City
ML-17410;6824;Fairfield
VB-21745;48146;Lincoln Park
SW-20275;10035;New York City
NS-18505;95123;San Jose
DB-13555;32216;Jacksonville
MH-17620;94110;San Francisco
DK-13375;43302;Marion
EA-14035;19134;Philadelphia
BT-11440;80122;Littleton
LA-16780;78745;Austin
GM-14680;10024;New York City
AA-10315;94122;San Francisco
DB-13405;46350;La Porte
JH-15820;60610;Chicago
DJ-13630;97206;Portland
QJ-19255;05408;Burlington
CT-11995;46203;Indianapolis
RH-19510;84604;Provo
SJ-20125;60610;Chicago
TG-21310;90049;Los Angeles
CT-11995;19134;Philadelphia
BF-11005;91104;Pasadena
JM-16195;90004;Los Angeles
JK-16120;92105;San Diego
HG-14965;94110;San Francisco
LA-16780;4401;Bangor
TS-21610;94122;San Francisco
MZ-17335;92024;San Diego
MW-18220;10035;New York City
MV-17485;22204;Arlington
AA-10375;30318;Atlanta
SM-20320;28110;Monroe
TP-21415;98115;Seattle
DK-13225;14609;Rochester
MK-17905;33180;Miami
CS-12130;98105;Seattle
JL-15850;94122;San Francisco
AR-10405;90036;Los Angeles
LM-17065;38671;Southaven
JK-15625;98115;Seattle
FM-14215;6457;Middletown
SF-20200;47362;New Castle
PJ-18835;37130;Murfreesboro
CS-12355;24153;Salem
BB-10990;43615;Toledo
BW-11200;90032;Los Angeles
RS-19420;98115;Seattle
TS-21160;31907;Columbus
QJ-19255;10009;New York City
VD-21670;10011;New York City
JL-15505;48640;Midland
DL-13495;31907;Columbus
MO-17800;30076;Roswell
BP-11185;60623;Chicago
MS-17980;77041;Houston
SV-20935;10009;New York City
BC-11125;85345;Peoria
EM-13825;57103;Sioux Falls
BD-11500;23223;Richmond
HW-14935;98115;Seattle
KC-16255;42420;Henderson
BM-11575;10035;New York City
KN-16705;80525;Fort Collins
JD-16150;19140;Philadelphia
LA-16780;90004;Los Angeles
RW-19690;47905;Lafayette
KW-16570;37042;Clarksville
CC-12220;6824;Fairfield
RH-19495;10009;New York City
JK-15625;43229;Columbus
DC-13285;31088;Warner Robins
GM-14455;2038;Franklin
CL-11890;60623;Chicago
PV-18985;53209;Milwaukee
LT-17110;78207;San Antonio
AM-10360;90032;Los Angeles
SC-20260;94122;San Francisco
CP-12340;10024;New York City
RF-19840;43229;Columbus
AB-10060;22980;Waynesboro
EH-13990;95823;Sacramento
MN-17935;20735;Clinton
KL-16555;45014;Fairfield
MP-17965;2886;Warwick
BF-11020;60505;Aurora
TP-21130;30080;Smyrna
MS-17770;43229;Columbus
KM-16375;91360;Thousand Oaks
BE-11455;44052;Lorain
CV-12295;93727;Fresno
DK-13375;92105;San Diego
SG-20605;10009;New York City
CS-12355;2148;Malden
PJ-18835;10035;New York City
NP-18700;94109;San Francisco
SB-20290;29501;Florence
HM-14860;77340;Huntsville
MG-18145;90045;Los Angeles
TM-21010;94122;San Francisco
BE-11335;94122;San Francisco
AS-10630;19120;Philadelphia
EM-13810;90036;Los Angeles
JA-15970;90045;Los Angeles
TB-21595;53209;Milwaukee
PP-18955;1040;Holyoke
ML-18040;87105;Albuquerque
LC-16930;89431;Sparks
MC-17590;92236;Coachella
CR-12580;60126;Elmhurst
SV-20935;45014;Fairfield
MZ-17515;76017;Arlington
RB-19795;94110;San Francisco
HM-14860;98103;Seattle
AZ-10750;10009;New York City
JH-15910;77070;Houston
PJ-18835;22153;Springfield
CA-12265;87401;Farmington
PW-19240;80027;Louisville
SW-20455;33614;Tampa
AF-10870;7055;Passaic
AM-10705;90004;Los Angeles
BD-11320;19143;Philadelphia
CM-12385;29406;North Charleston
CS-12400;95123;San Jose
DB-13405;10011;New York City
JG-15160;7060;Plainfield
SC-20380;98115;Seattle
CS-12460;10009;New York City
MK-18160;23602;Newport News
CM-11935;28314;Fayetteville
PF-19225;90032;Los Angeles
GM-14695;90036;Los Angeles
DC-12850;10011;New York City
FO-14305;75220;Dallas
AH-10210;98105;Seattle
KN-16705;98105;Seattle
CB-12535;19711;Newark
TB-21250;10024;New York City
KD-16345;90049;Los Angeles
JM-15865;14701;Jamestown
KT-16480;77095;Houston
SC-20575;46544;Mishawaka
BS-11800;92037;San Diego
BT-11395;94109;San Francisco
DC-12850;33178;Miami
LS-17200;60076;Skokie
RR-19315;94110;San Francisco
KL-16645;94122;San Francisco
RB-19435;77070;Houston
MY-17380;90045;Los Angeles
AW-10930;73120;Oklahoma City
KW-16570;71203;Monroe
DB-12910;33614;Tampa
BB-11545;60623;Chicago
NP-18700;43402;Bowling Green
PB-19105;77095;Houston
DW-13585;7090;Westfield
CD-12790;73120;Oklahoma City
TT-21220;77041;Houston
DB-12910;33311;Fort Lauderdale
DJ-13510;72209;Little Rock
DL-13495;19120;Philadelphia
LO-17170;92253;La Quinta
SV-20365;44105;Cleveland
EM-13810;94122;San Francisco
KD-16615;85254;Scottsdale
NB-18580;19134;Philadelphia
AP-10720;2148;Malden
JE-15745;95123;San Jose
JM-15865;85023;Phoenix
AB-10105;42420;Henderson
PN-18775;29203;Columbia
JC-15775;32303;Tallahassee
PF-19165;10035;New York City
BW-11110;77070;Houston
BP-11185;33065;Coral Springs
TM-21010;84057;Orem
MB-17305;37211;Nashville
HR-14830;10009;New York City
BD-11635;42104;Bowling Green
SF-20200;98226;Bellingham
SP-20620;10011;New York City
DR-12880;43055;Newark
VM-21685;60098;Woodstock
CM-12235;75007;Carrollton
SM-20320;47905;Lafayette
RA-19885;31907;Columbus
SD-20485;22304;Alexandria
CS-12250;76117;Haltom City
RA-19285;10024;New York City
BF-11005;90004;Los Angeles
SE-20110;60090;Wheeling
RS-19765;29483;Summerville
BM-11650;47201;Columbus
SK-19990;10024;New York City
EN-13780;10035;New York City
KN-16450;32216;Jacksonville
MG-17890;92024;San Diego
MC-17590;76017;Arlington
BO-11350;90045;Los Angeles
AG-10300;90049;Los Angeles
MS-17365;94110;San Francisco
JM-15655;88220;Carlsbad
MC-17635;63116;Saint Louis
TA-21385;10024;New York City
SB-20290;45503;Springfield
AB-10150;74133;Tulsa
JF-15295;98103;Seattle
BF-10975;28314;Fayetteville
TT-21265;90045;Los Angeles
SB-20170;10035;New York City
LM-17065;71901;Hot Springs
KA-16525;60505;Aurora
BF-11170;27604;Raleigh
TB-21400;74133;Tulsa
SH-19975;92345;Hesperia
AS-10225;84604;Provo
PK-19075;94110;San Francisco
HR-14830;85234;Gilbert
DG-13300;10035;New York City
CL-12700;65807;Springfield
HF-14995;38109;Memphis
HG-15025;79109;Amarillo
NL-18310;90045;Los Angeles
RR-19525;1852;Lowell
TC-21295;92024;San Diego
DB-13615;28806;Asheville
SV-20785;81001;Pueblo
MH-18115;49201;Jackson
CT-11995;90004;Los Angeles
KB-16315;27360;Thomasville
RA-19285;61604;Peoria
YC-21895;90032;Los Angeles
RA-19915;60653;Chicago
CM-12160;19134;Philadelphia
CS-12130;80112;Englewood
AJ-10795;98115;Seattle
DL-12865;33012;Hialeah
BE-11410;43130;Lancaster
SM-20320;32216;Jacksonville
RP-19390;21215;Baltimore
JD-16015;10009;New York City
AB-10255;88220;Carlsbad
CC-12145;90049;Los Angeles
GH-14425;32216;Jacksonville
CP-12085;44107;Lakewood
GM-14440;12180;Troy
LC-16885;28403;Wilmington
BT-11305;98105;Seattle
CP-12085;10024;New York City
SC-20680;31907;Columbus
DK-13375;10024;New York City
SE-20110;92627;Costa Mesa
LF-17185;77095;Houston
ON-18715;27511;Cary
TB-21400;22304;Alexandria
DF-13135;94591;Vallejo
EP-13915;19120;Philadelphia
SK-19990;43615;Toledo
FH-14350;98105;Seattle
EH-13945;7060;Plainfield
JE-15715;88001;Las Cruces
KL-16645;19711;Newark
EB-13750;35244;Hoover
BD-11725;43055;Newark
MS-17530;92037;San Diego
SC-20770;94122;San Francisco
FM-14380;28540;Jacksonville
KT-16480;2038;Franklin
AP-10720;75034;Frisco
RH-19555;32303;Tallahassee
CS-11950;98115;Seattle
TM-21010;95687;Vacaville
HF-14995;90008;Los Angeles
GA-14515;94122;San Francisco
ES-14020;10035;New York City
JP-16135;31907;Columbus
Dp-13240;84107;Murray
NK-18490;94110;San Francisco
PL-18925;19140;Philadelphia
RW-19690;19134;Philadelphia
MO-17950;75220;Dallas
JJ-15445;53186;Waukesha
BT-11680;33311;Fort Lauderdale
RD-19585;48205;Detroit
ML-17755;45503;Springfield
JE-15745;92037;San Diego
ER-13855;80906;Colorado Springs
JM-15535;93309;Bakersfield
SS-20140;33068;Pompano Beach
TC-21295;10035;New York City
HG-15025;55044;Lakeville
LD-17005;48234;Detroit
AS-10285;19134;Philadelphia
MP-17965;45373;Troy
CD-12790;90036;Los Angeles
MD-17860;78415;Corpus Christi
BM-11650;68104;Omaha
KN-16450;90278;Redondo Beach
IG-15085;72209;Little Rock
JS-15595;33180;Miami
GA-14725;97301;Salem
DL-13330;88001;Las Cruces
CS-12505;94122;San Francisco
CC-12145;79907;El Paso
MH-18025;98115;Seattle
MP-18175;53209;Milwaukee
DR-12940;2038;Franklin
DM-13015;92024;Encinitas
BD-11620;92804;Anaheim
DC-12850;76017;Arlington
MT-18070;77041;Houston
MJ-17740;43130;Lancaster
ND-18370;97206;Portland
CA-11965;35244;Hoover
GA-14725;90036;Los Angeles
TC-21295;32303;Tallahassee
JB-15400;10009;New York City
CK-12325;23320;Chesapeake
RL-19615;28314;Fayetteville
AC-10660;77340;Huntsville
BH-11710;19140;Philadelphia
BG-11695;60098;Woodstock
XP-21865;2149;Everett
SN-20560;60653;Chicago
DM-13345;30076;Roswell
AJ-10780;32137;Palm Coast
KC-16255;19120;Philadelphia
VF-21715;47201;Columbus
SV-20935;11572;Oceanside
EM-13810;2038;Franklin
RB-19360;57103;Sioux Falls
DJ-13510;92037;San Diego
CC-12370;28314;Fayetteville
SC-20380;30318;Atlanta
RH-19495;32839;Orlando
JK-15370;94122;San Francisco
AF-10885;43615;Toledo
LC-16885;33710;Saint Petersburg
BF-11275;85705;Tucson
SC-20800;90036;Los Angeles
SW-20275;92105;San Diego
MC-17845;10035;New York City
TD-20995;92037;San Diego
Dp-13240;7090;Westfield
SD-20485;7050;Orange
TM-21010;60098;Woodstock
BK-11260;94110;San Francisco
JF-15490;94122;San Francisco
EP-13915;85281;Tempe
EP-13915;90008;Los Angeles
KH-16630;98105;Seattle
HG-14845;70601;Lake Charles
JC-16105;14609;Rochester
KM-16720;11561;Long Beach
EB-13975;28205;Charlotte
PW-19240;77036;Houston
PG-18895;10035;New York City
DB-12910;31907;Columbus
CR-12730;60610;Chicago
KH-16330;60035;Highland Park
DL-12925;55122;Eagan
ME-17725;98103;Seattle
VD-21670;33065;Coral Springs
CK-12205;11550;Hempstead
DL-12925;46060;Noblesville
SE-20110;75220;Dallas
LS-17200;19140;Philadelphia
MM-17920;94109;San Francisco
DB-13270;78745;Austin
RW-19630;48234;Detroit
JM-16195;13601;Watertown
BP-11155;31907;Columbus
CT-11995;55124;Apple Valley
TH-21550;27217;Burlington
ME-17320;48601;Saginaw
TT-21220;94109;San Francisco
GT-14710;98105;Seattle
JD-16150;53209;Milwaukee
MC-18100;90049;Los Angeles
LH-17020;94122;San Francisco
MP-18175;92024;San Diego
EM-14140;85301;Glendale
GG-14650;10035;New York City
MA-17995;13601;Watertown
SH-20395;45503;Springfield
KT-16465;90032;Los Angeles
PO-19180;98115;Seattle
AY-10555;92054;Oceanside
Co-12640;60076;Skokie
JF-15565;28314;Fayetteville
AR-10510;74133;Tulsa
AG-10675;75002;Allen
DV-13045;19143;Philadelphia
HL-15040;14609;Rochester
ND-18370;29464;Mount Pleasant
GB-14575;19134;Philadelphia
CL-12565;98115;Seattle
RC-19960;97477;Springfield
JB-16045;31907;Columbus
MC-17635;90032;Los Angeles
TT-21265;10024;New York City
MJ-17740;48227;Detroit
AT-10735;95207;Stockton
PB-19150;85023;Phoenix
NW-18400;19120;Philadelphia
VP-21730;48310;Sterling Heights
RD-19810;14609;Rochester
MG-17875;10011;New York City
PA-19060;54703;Eau Claire
CR-12730;10009;New York City
AA-10375;91730;Rancho Cucamonga
JG-15160;42071;Murray
RR-19525;43615;Toledo
SR-20425;80027;Louisville
LS-16975;10035;New York City
MH-18115;78577;Pharr
SC-20095;84084;West Jordan
JB-16000;78521;Brownsville
AC-10450;10011;New York City
MO-17800;19140;Philadelphia
RB-19645;59102;Billings
AI-10855;23320;Chesapeake
DR-12880;97030;Gresham
DM-12955;48146;Lincoln Park
JH-16180;97030;Gresham
AB-10060;19143;Philadelphia
BD-11605;71203;Monroe
AS-10045;91104;Pasadena
ZD-21925;37421;Chattanooga
KF-16285;90805;Long Beach
BP-11230;45373;Troy
CC-12430;55407;Minneapolis
DB-13615;98105;Seattle
TC-21475;31907;Columbus
NZ-18565;83642;Meridian
SW-20350;48227;Detroit
TS-21370;60623;Chicago
DM-13345;43055;Newark
RE-19450;75081;Dallas
JD-16150;19711;Newark
BF-11215;87105;Albuquerque
ML-17755;43615;Toledo
YC-21895;19711;Newark
LR-16915;90045;Los Angeles
BS-11755;90032;Los Angeles
KM-16375;75217;Dallas
BT-11530;92037;San Diego
KB-16405;92307;Apple Valley
DW-13480;40214;Louisville
JC-15340;10024;New York City
TP-21415;77070;Houston
DB-12910;42420;Henderson
BH-11710;19711;Newark
TD-20995;60440;Bolingbrook
CV-12805;76106;Fort Worth
CS-12355;10024;New York City
JG-15310;2908;Providence
JP-16135;43229;Columbus
EC-14050;10024;New York City
KH-16630;77070;Houston
FG-14260;60505;Aurora
AA-10480;65807;Springfield
MS-17770;98105;Seattle
JE-15610;33801;Lakeland
EB-14110;19134;Philadelphia
BP-11155;10011;New York City
CC-12100;90049;Los Angeles
JP-15460;11572;Oceanside
LS-16975;75081;Dallas
JL-15850;10035;New York City
CY-12745;78207;San Antonio
RB-19360;45231;Cincinnati
AR-10825;78745;Austin
CS-11845;98105;Seattle
AR-10825;90004;Los Angeles
RD-19810;10035;New York City
KH-16510;98103;Seattle
NF-18385;43055;Newark
SM-20950;55369;Maple Grove
GH-14410;85301;Glendale
EM-13810;10009;New York City
DB-13210;28540;Jacksonville
PT-19090;77070;Houston
HF-14995;94109;San Francisco
KW-16435;48911;Lansing
KC-16675;32303;Tallahassee
PK-19075;29203;Columbia
KT-16465;60623;Chicago
EP-13915;48227;Detroit
AP-10915;80525;Fort Collins
SH-20395;10024;New York City
SM-20950;10011;New York City
BM-11650;21044;Columbia
TC-20980;77041;Houston
KB-16585;1852;Lowell
JE-16165;95695;Woodland
DR-12940;60610;Chicago
RW-19630;10035;New York City
ML-18040;77489;Missouri City
JL-15130;77036;Houston
CM-12655;39212;Jackson
FH-14365;10009;New York City
EH-13945;85281;Tempe
TB-21280;28540;Jacksonville
AH-10030;19134;Philadelphia
TT-21070;44312;Akron
RD-19900;92037;San Diego
LA-16780;93727;Fresno
SH-19975;77581;Pearland
SF-20200;47374;Richmond
TH-21235;19134;Philadelphia
VG-21790;94403;San Mateo
NP-18325;94601;Oakland
FH-14275;10024;New York City
JP-15460;8701;Lakewood
ES-14080;85281;Tempe
KL-16645;10035;New York City
BN-11515;10009;New York City
ND-18370;77095;Houston
JL-15130;92503;Riverside
RC-19825;6824;Fairfield
CC-12475;10024;New York City
DW-13195;77095;Houston
CK-12760;22204;Arlington
EG-13900;60623;Chicago
SJ-20215;75051;Grand Prairie
BP-11185;98103;Seattle
SJ-20125;98103;Seattle
MC-17590;49505;Grand Rapids
BG-11740;19120;Philadelphia
MA-17560;60610;Chicago
CC-12220;98105;Seattle
RA-19885;32216;Jacksonville
DK-12835;37064;Franklin
LB-16795;60035;Highland Park
CM-11815;77506;Pasadena
TS-21205;94109;San Francisco
RF-19345;33180;Miami
JF-15565;19120;Philadelphia
EH-14185;35601;Decatur
VW-21775;57103;Sioux Falls
KN-16450;93277;Visalia
SJ-20215;90049;Los Angeles
PS-19045;90032;Los Angeles
KM-16225;66212;Overland Park
GM-14695;22304;Alexandria
KT-16465;27604;Raleigh
MH-17785;10035;New York City
AF-10885;45014;Fairfield
JP-16135;74403;Muskogee
RD-19585;92592;Temecula
JF-15295;48310;Sterling Heights
CK-12595;92024;San Diego
KH-16510;75081;Dallas
CM-12655;10035;New York City
EB-13870;85023;Phoenix
MW-18235;94122;San Francisco
CS-11950;19140;Philadelphia
SP-20620;78041;Laredo
GT-14635;10009;New York City
LW-17215;10035;New York City
AH-10030;39503;Gulfport
TH-21100;92037;San Diego
HG-15025;11572;Oceanside
EB-13750;78664;Round Rock
SC-20725;92374;Redlands
TS-21505;38401;Columbia
TH-21550;10009;New York City
KD-16270;77095;Houston
GM-14455;60653;Chicago
PR-18880;94601;Oakland
TB-21055;2169;Quincy
ON-18715;92399;Yucaipa
AH-10195;60623;Chicago
NM-18520;98105;Seattle
AR-10510;10024;New York City
BM-11650;92037;San Diego
CA-12310;6010;Bristol
NF-18595;60610;Chicago
AF-10870;60610;Chicago
TC-21535;10024;New York City
Dp-13240;2151;Revere
MC-17425;77036;Houston
LC-17050;92691;Mission Viejo
BM-11650;75217;Dallas
NW-18400;89115;Las Vegas
TB-21280;73071;Norman
BS-11755;94122;San Francisco
SO-20335;11550;Hempstead
CS-12490;77301;Conroe
PO-19180;77095;Houston
TD-20995;19120;Philadelphia
SP-20620;33614;Tampa
MS-17365;10035;New York City
Dp-13240;28205;Charlotte
DB-13660;75081;Dallas
MG-17650;98103;Seattle
EH-14185;77506;Pasadena
CL-11890;19143;Philadelphia
KF-16285;46203;Indianapolis
DH-13075;40475;Richmond
LA-16780;60477;Tinley Park
HZ-14950;77095;Houston
CM-12190;90004;Los Angeles
LB-16795;43229;Columbus
JF-15490;43229;Columbus
GM-14695;94122;San Francisco
SS-20590;53711;Madison
TC-21475;80013;Aurora
CC-12430;10024;New York City
CL-12565;90004;Los Angeles
DE-13255;52001;Dubuque
SZ-20035;43130;Lancaster
LF-17185;90301;Inglewood
AB-10165;98006;Bellevue
NM-18520;60610;Chicago
RA-19945;75217;Dallas
PO-19195;94122;San Francisco
KA-16525;10024;New York City
JD-16150;10011;New York City
JO-15145;19140;Philadelphia
LE-16810;19711;Newark
AH-10690;10024;New York City
KN-16705;36830;Auburn
TB-21250;90049;Los Angeles
DP-13390;94110;San Francisco
KN-16705;27604;Raleigh
ST-20530;31204;Macon
EB-13870;37211;Nashville
AH-10210;37211;Nashville
AS-10090;19143;Philadelphia
EM-13825;75081;Dallas
KA-16525;8861;Perth Amboy
HJ-14875;32216;Jacksonville
ND-18370;32216;Jacksonville
EH-13765;2151;Revere
MH-17455;28540;Jacksonville
CL-11890;94122;San Francisco
SF-20965;43229;Columbus
EP-13915;48127;Dearborn Heights
RW-19630;66212;Overland Park
SJ-20500;87505;Santa Fe
SP-20620;94110;San Francisco
PJ-19015;36608;Mobile
CC-12610;22153;Springfield
MY-18295;19711;Newark
DB-13210;28601;Hickory
MG-17875;33311;Fort Lauderdale
RH-19600;60188;Carol Stream
KB-16240;56301;Saint Cloud
CA-12055;90036;Los Angeles
JK-15730;36608;Mobile
RD-19930;78745;Austin
JK-16120;10009;New York City
SC-20020;75023;Plano
HW-14935;60653;Chicago
SC-20800;39212;Jackson
HA-14920;28314;Fayetteville
MG-17875;60505;Aurora
DM-12955;95823;Sacramento
DM-13345;50315;Des Moines
ML-17395;92105;San Diego
GA-14515;75081;Dallas
SU-20665;39212;Jackson
BD-11320;92024;San Diego
DB-13405;32839;Orlando
RP-19855;47905;Lafayette
EH-13765;10035;New York City
JL-15835;90049;Los Angeles
FM-14380;10024;New York City
SB-20290;42420;Henderson
SV-20365;43229;Columbus
MM-17920;77840;College Station
RD-19810;40475;Richmond
ME-17320;60653;Chicago
FH-14275;19120;Philadelphia
PO-18865;90036;Los Angeles
CC-12550;90008;Los Angeles
TS-21505;94122;San Francisco
MD-17350;44312;Akron
GT-14755;90049;Los Angeles
RD-19660;64055;Independence
DB-12910;75220;Dallas
JK-15640;98105;Seattle
FC-14335;75150;Mesquite
JW-15955;11561;Long Beach
DC-12850;33161;North Miami
FM-14290;93309;Bakersfield
MT-17815;39212;Jackson
DK-13090;68025;Fremont
KD-16495;49201;Jackson
AG-10300;94122;San Francisco
MH-18115;43130;Lancaster
AC-10450;70506;Lafayette
FM-14290;40475;Richmond
RA-19285;77070;Houston
JG-15160;10024;New York City
NZ-18565;43615;Toledo
KM-16225;19143;Philadelphia
LC-17140;19140;Philadelphia
NP-18700;80219;Denver
RB-19330;19143;Philadelphia
TH-21550;21044;Columbia
CK-12595;10024;New York City
ST-20530;10035;New York City
GB-14530;43055;Newark
NC-18535;75217;Dallas
AB-10255;19134;Philadelphia
SC-20770;78207;San Antonio
JC-15340;19120;Philadelphia
RA-19285;90004;Los Angeles
SH-19975;37167;Smyrna
JC-15775;31204;Macon
BC-11125;94109;San Francisco
JH-15985;98103;Seattle
CC-12610;43229;Columbus
DB-12970;90004;Los Angeles
PP-18955;45503;Springfield
MC-17845;90008;Los Angeles
VF-21715;90045;Los Angeles
MC-17275;38109;Memphis
DB-13210;48234;Detroit
AJ-10945;46226;Lawrence
CP-12340;32216;Jacksonville
DB-13555;43017;Dublin
EB-13750;33317;Plantation
JP-15460;85301;Glendale
SC-20050;49201;Jackson
FM-14290;2169;Quincy
TB-21250;97301;Salem
EH-14125;45373;Troy
ML-17410;19143;Philadelphia
MH-17620;92105;San Diego
BT-11680;20735;Clinton
JC-15340;92503;Riverside
DB-13210;34952;Port Saint Lucie
DO-13435;85204;Mesa
FA-14230;80219;Denver
QJ-19255;22153;Springfield
TC-21475;98115;Seattle
ON-18715;85281;Tempe
AD-10180;10701;Yonkers
AC-10615;14609;Rochester
MF-17665;43615;Toledo
DH-13075;35601;Decatur
EN-13780;75220;Dallas
SS-20140;75150;Mesquite
RS-19765;90045;Los Angeles
JW-15955;98103;Seattle
JK-15625;98502;Olympia
JO-15550;68104;Omaha
TP-21130;31907;Columbus
BS-11590;47201;Columbus
AB-10255;39212;Jackson
FO-14305;77070;Houston
MF-17665;85023;Phoenix
SA-20830;60653;Chicago
SH-19975;80219;Denver
JL-15235;19711;Newark
KH-16630;20735;Clinton
RM-19750;10011;New York City
VM-21835;19711;Newark
LH-17155;49201;Jackson
WB-21850;10011;New York City
AP-10915;29730;Rock Hill
RA-19915;31907;Columbus
DR-12880;90301;Inglewood
JG-15310;79762;Odessa
LC-16870;43055;Newark
GB-14530;90049;Los Angeles
CK-12205;2149;Everett
TS-21160;53214;West Allis
MH-18025;60623;Chicago
DM-12955;77036;Houston
JJ-15760;77036;Houston
KB-16585;33012;Hialeah
CM-12160;94122;San Francisco
FM-14215;19140;Philadelphia
RF-19735;29203;Columbia
JK-15370;33180;Miami
JB-16045;91911;Chula Vista
PN-18775;33180;Miami
LF-17185;10035;New York City
RH-19510;66502;Manhattan
MC-17575;19120;Philadelphia
MN-17935;38109;Memphis
EH-14125;33311;Fort Lauderdale
TC-21535;43229;Columbus
JD-15895;90045;Los Angeles
IL-15100;77041;Houston
SW-20350;68104;Omaha
DP-13390;90004;Los Angeles
BT-11395;16602;Altoona
JE-15475;10024;New York City
EJ-13720;92037;San Diego
BE-11410;33178;Miami
KL-16555;27405;Greensboro
NC-18415;28540;Jacksonville
AH-10690;33317;Plantation
PK-19075;53209;Milwaukee
NG-18430;62301;Quincy
ZD-21925;32216;Jacksonville
NW-18400;36608;Mobile
HG-14845;10024;New York City
CC-12685;10011;New York City
JG-15805;75217;Dallas
RW-19540;48234;Detroit
LS-17230;19901;Dover
MY-18295;43229;Columbus
JM-15655;85301;Glendale
KM-16720;89031;North Las Vegas
KE-16420;37620;Bristol
TS-21370;90049;Los Angeles
SZ-20035;48187;Canton
JE-15745;72701;Fayetteville
MS-17980;65807;Springfield
DH-13675;2169;Quincy
GT-14755;61107;Rockford
GH-14410;94122;San Francisco
DM-13015;78207;San Antonio
TC-21295;80229;Thornton
JK-16120;60653;Chicago
NC-18415;10701;Yonkers
AJ-10960;92037;San Diego
LC-16885;61821;Champaign
GW-14605;94122;San Francisco
SC-20305;46226;Lawrence
JF-15355;92105;San Diego
DM-13015;37604;Johnson City
EP-13915;33614;Tampa
JG-15805;62521;Decatur
PF-19120;85234;Gilbert
DW-13195;37918;Knoxville
CK-12595;60653;Chicago
CC-12670;47401;Bloomington
SV-20785;30076;Roswell
SP-20860;90036;Los Angeles
MS-17770;77036;Houston
TC-21475;60440;Bolingbrook
SJ-20125;71854;Texarkana
DS-13180;78207;San Antonio
SC-20800;78539;Edinburg
SH-20395;43615;Toledo
SF-20965;77520;Baytown
MG-17680;19143;Philadelphia
CS-12400;90045;Los Angeles
VT-21700;19143;Philadelphia
